",ц.чист",1
",ц.чествов",2
",.янност",5
".со,н.н",1
"ни.не,в.",1
".по,.и",1
",.ышн",1
",ним.ёмыш",1
".в,ев.",1
",ый.",3
"но.,.н",1
",.ятн",2
",.шеств",1
".до,",6
".за,с.шенн",2
",.ибельн",1
",ьк.ч",1
",ня.ъёмист",1
",.уй",1
",я.вк",2
",з.тов",3
",у.щик",1
",итись.",1
".из,у.",1
",.ятел",1
",ажив.д",3
",аск.",1
".в,.ит",1
".бес,.ательн",1
",й.анск",1
",.аинск",2
",к.бы",1
",г.ьгинск",1
",ы.вени",1
"оо.оо,и.",1
"оо.оо,.вск",2
"ооно.ооно,ск.ц",1
"оооооо.оооооо,.ь",1
"ооооо.ооооо,.ь",1
"оо.оо,.ь",1
",ац.иров",2
",ич.к",3
",ск.щенност",1
".при,.ат",3
".со,и.",1
".обез,и.",1
",с.ёдл",1
",к.ьчат",1
",ыв.щик",4
",с.дител",1
".без,с.тн",1
",.енност",3
",н.чин",1
".без,с.дн",1
",ас.сток",3
".не,ну.им",2
",.ёмн",1
"со.с,.ванн",1
",.аку",1
",ься.к",7
".не,.тительн",2
",.анец",4
".за,.нск",2
".у,аив.",1
",й.ян",1
",к.тчик",2
".вы,ь.",2
",.ашн",1
".бес,.ийн",1
".над,.йн",1
".рас,у.",2
",.тыр",1
",стись.дл",1
",с.бл",2
",и.еск",1
"пе.по,",4
"пе.по,.ан",1
",й.рип",1
",с.торн",2
"пе.по,.н",1
"пе.п,",2
",.нец",1
",.нств",1
".внутри,и.н",1
".бес,.нн",5
",с.тени",4
",ь.ённост",1
",н.ъёмк",3
".в,ыв.",4
",и.уальн",1
"пе.п,.в",1
".под,ьк.чн",2
"пе.оп,",1
".под,.ан",1
".про,ск.щ",1
".за,ск.щ",2
".пред,.ьн",6
",.ульк",2
".у,ц.ч",2
",ься.ун",1
",ься.уч",1
"пл.б,.плодн",1
"пле.пло,",1
",.инност",4
",ну.енност",1
",ься.ител",2
",.атлив",1
".не,в.ительн",2
",ь.йн",2
",ь.ительн",3
",ци.в",2
".над,.нн",3
",.тух",1
"п.пе,у.и",1
",.рипев",1
".на,в.",1
".меж,и.н",4
"по.п,.в",1
".во,в.",3
".в,.а",2
".бес,чив.тн",1
",з.ьзованн",1
".за,ск.",1
"по.сп,",1
",ьс.сск",1
",ьс.счат",1
".за,ьш.шн",1
",тись.ител",2
".в,с.д",1
",кив.тчик",1
",ас.сл",1
",ас.ст",1
"по.п,",4
",.ятельств",2
",.ёмист",1
".в,ир.р",1
",.ием",1
".за,.авск",1
",.стви",1
",и.лив",4
",с.тительн",1
"по.околопо,к.н",1
",в.йн",2
",п.по",1
".вне,.нн",2
".около,",1
".около,и.н",1
".меж,",2
",л.",3
".не,ь.н",2
",в.ств",1
".пред,ц.чн",1
"пре.про,с.дител",1
",.уем",1
",в.нник",2
",тя.щени",1
".бес,в.нн",2
",с.дельн",3
",т.щенност",6
",дов.зи",2
",ься.ительн",1
",нич.",1
".не,ну.к",1
",у.венн",1
".на,ив.",2
",ч.тлив",2
".в,с.дку",1
",.лец",3
",во.к",1
".бес,ыв.н",2
".не,и.нн",1
",.аическ",1
".внутри,.нн",2
",.тени",1
",с.щ",1
",сек.щ",1
".бес,п.ыпн",1
",стись.бл",1
",ст.щённост",2
",жиров.кци",1
",с.дильн",2
",с.ж",1
",с.х",1
",чь.жк",1
",н.изов",2
",ск.щени",3
",.ыр",1
".в,щ.ск",1
",т.щен",3
"по.уп,",1
",.реп",1
",.дп",1
".о,ьн.",4
".про,ьн.",3
".рас,ьн.",1
"пя.запе,",1
"пя.пе,",1
",аь.",2
".от,.ленн",1
"ра.ро,",1
",.раз",1
".не,ир.рн",1
",я.ист",1
".без,ыв.ьн",1
".в,и.",1
",зи.диров",1
",в.зяв",1
",ину.",1
",с.щени",3
".не,.вн",1
",ыв.в",2
",й.ц",1
",ыв.ист",2
".на,.в",1
",с.бств",1
"сра.сро,ись.к",1
",п.ёп",1
",ну.жим",1
",я.н",5
".в,л.",2
"ре.ур,",1
",.яческ",1
"ре.сор,",2
",т.члив",1
"ре.,.р",1
"ре.ор,",1
"ре.р,",2
"р.ры,.к",1
"ре.ро,",1
"ро.р,",2
"ре.пор,",2
"ре.р,.ав",1
"ре.обор,",1
".на,ыв.",2
".без,.атн",1
"ро.оборо,",1
",иров.кци",1
",ров.ци",2
",т.чен",4
",ум.ярн",1
",си.тивн",2
",.азор",1
",я.ак",1
"у.и,.в",1
".ац,ров.",1
"р.п,к.р",1
".п,к.ир",1
".пе,к.р",1
"де.д,.сн",1
"ре.отор,",1
",в.унок",1
"ро.ор,",2
"ро.р,.ан",1
"ро.р,.вск",1
".у,.ай",1
"ро.р,.ян",1
".не,д.жденн",1
".не,.айн",1
".по,ок.",1
".на,.альн",1
"ро.ур,",1
"ро.оборо,н.",1
".не,в.к",1
"ро.нар,",1
".за,.йск",1
".от,й.",1
"ро.р,.в",1
".во,ш.с",2
"ро.оторо,",1
".с,ьн.",1
".на,ьк.",1
".под,ьк.",1
",с.шн",3
",ус.иров",1
".п,в.",1
",сизм.тов",1
".о,ск.щ",1
".об,ц.ч",1
".у,.и",1
".подо,",2
"ро.обор,",1
",ы.вн",1
".бес,.вн",1
",.ками",1
".между,",1
".по,к.цк",1
".при,к.ист",1
",з.тизиров",1
",с.ток",1
".вы,у.",1
".у,ыв.",1
",тя.чени",1
",ичн.в",2
",ачив.тк",1
".в,ж.з",1
"се.с,",9
"се.с,.в",2
"се.с,.й",1
"се.перес,",1
"се.пос,",2
"се.пересе,ьн.",1
"се.со,",2
"сс.восс,",1
",ьй.",1
"се.бесс,.нн",1
".про,.н",1
"се.зас,",1
",.вок",1
".внутри,ц.чн",1
"се.серви,",1
"се.со,.к",1
",си.тов",1
"сес.сос,.к",1
"се.с,.ат",1
".в,ш.с",1
"се.с,.и",1
"се.пересе,",1
".об,у.",2
",.итчик",1
"се.с,.инск",1
".на,с.с",1
",с.сан",1
"сс.сс,.н",3
",.ёмк",1
",и.с",1
",иров.ур",1
",ческ.зов",1
".до,.я",1
",.тлив",1
".над,",1
",ись.уч",1
"сй.се,.н",1
",ыв.чин",1
",с.бниц",1
",с.бок",1
",с.ёбк",1
".во,ыв.",1
",дк.ст",1
",к.ст",1
",я.их",1
".от,у.",1
",й.м",1
".бес,и.н",2
".обес,и.",2
",с.шлив",1
".на,ив.ку",1
".пред,.нн",1
".не,ш.сн",1
",.аческ",2
"со.пос,",1
",тыв.чн",1
"со.с,.ат",1
".не,т.щенн",1
"со.ус,",1
".под,ц.чн",1
"со.околосо,ц.чн",1
".вне,ц.чн",1
"со.нес,.нн",1
"со.,.ждусменн",1
"со.подс,.нн",1
".не,ж.зн",1
".в,лыв.",1
",иров.ци",1
".не,.ятельн",1
".вы,ьн.",2
".щенно,",1
".между,.еск",1
",ьн.нн",1
".во,а.",1
".не,.в",1
".при,ск.",1
",си.с",1
",с.сат",1
"сс.сс,",3
"сс.сс,н.",1
"сс.сс,.ст",2
"сс.сс,ь.",1
"сс.сс,.ьн",1
"сс.сс,ьн.",1
"сс.сс,н.к",1
".пред,.ленн",1
",в.новк",1
".по,.ийн",1
",.ий",1
",н.вец",1
".об,ьн.",1
",и.ьственн",1
",.тим",1
",ус.изиров",1
",яци.ированн",2
".на,в.ь",1
",я.ьб",1
".по,.ян",2
".от,.йн",1
",.йбищ",1
",.йком",1
",.ялец",1
",я.йк",1
".за,ьн.нн",1
".обо,и.",1
".ис,н.",3
".черес,к.н",1
",я.йн",1
".под,йк.чн",1
".над,йк.чн",1
",н.итет",1
".бес,жив.дн",1
".пере,й.",1
".про,й.",1
".ра,ц.сч",1
"с.сту,",1
".не,и.лив",1
".бес,с.тн",1
".бес,итыв.ётн",1
"сс.сс,.ун",1
",н.ком",1
".бес,т.н",1
".при,ск.ь",2
".при,ск.щ",1
".на,ск.щ",1
"т.р,к.тащ",1
".за,д.женн",1
"те.т,",4
"те.ут,",1
"те.то,",2
"те.от,",1
".не,т.чн",1
"те.то,.к",1
",рн.",1
"те.перете,к.",1
"то.т,",3
"те.обот,",1
".не,.йлив",1
".рас,и.",1
",чн.ров",1
"тис.ел,.н",1
".не,ись.к",1
".при,.анск",1
".не,в.ьн",2
"то.от,",4
"то.т,.нн",1
",.иств",3
"то.,.т",1
"т.,к.т",1
".на,.ив",1
",н.ъём",1
"то.раст,",1
",.е",1
".над,ьк.чн",1
".при,н.ь",1
",.ыг",1
"то.т,.аст",1
"то.т,.м",1
",ну.пляк",1
"т.,х.тш",1
",щ.склив",1
".при,ану.",1
",ниров.зици",1
",иров.абельн",1
",зус.диров",1
",.дальн",1
",ров.нг",1
".бес,.тн",1
".в,.их",1
",тись.илк",1
".на,ум.альн",1
".за,.йн",1
".под,.йн",1
".не,.аточн",1
",в.тельн",3
",.иун",1
",ну.гл",1
",ив.ательн",1
",к.ч",1
".по,.инск",1
"тё.ть,н.",1
",ир.рист",1
",.ийств",1
".без,ы.йн",1
".не,я.н",1
",тв.щвлени",1
".ит,в.льн",1
".не,я.йк",1
",я.йчив",1
",я.йств",1
",ив.ёр",1
"фе.ф,",1
".со,.ийн",1
".на,.а",1
",ьр.рск",1
",и.ку",1
"фо.ф,",2
",.ючи",1
"хо.х,",5
",тись.л",1
"хе.хо,",2
"х.,к.бш",1
"хе.хо,.ку",1
"хе.х,",2
",в.ьник",1
".вн,х.триушн",1
".не,тов.щн",1
".при,.ай",1
",й.ив",1
",чик.нич",1
"х.п,к.ш",1
"х.пр,к.ш",1
",.вейн",1
".не,.атн",1
"хо.пох,",1
",й.ическ",1
".за,ь.",1
".на,в.й",1
",.яцк",1
"це.цо,",1
",в.уй",1
"це.переце,",1
".у,сок.щ",1
",ну.тк",1
"че.поч,.нн",1
"че.перече,н.",1
".рас,ц.ч",1
".между,ц.ческ",1
"че.перече,",1
"че.поч,",1
"че.соч,",1
"че.ч,",4
",ит.ст",1
".не,.тк",1
"че.переч,",1
"с.счёт,т.к",1
"чи.чё,ыв.н",1
"чи.чо,",1
"ч.в,.ч",1
"ч.честв,к.в",1
"чо.ч,",2
",.истик",1
"ше.ш,",4
",я.юшк",1
"ше.пришо,",1
"ше.ушо,",1
"ше.выш,",1
"ше.сош,",1
"ше.шо,",1
"шо.ш,.анск",1
"шо.ш,",4
"ш.с,к.шн",1
"не.перене,",1
",сь.льн",1
",ьну.",1
"шо.переш,",1
",ш.вс",1
".у,ься.",1
",.итительн",1
".на,ыв.ь",1
",.ационн",1
",диров.зи",1
".меж,с.ическ",1
",с.ическ",1
".по,.ическ",1
".предъ,.н",1
",ив.ствов",1
",.яени",1
".предъ,.ленн",1
".отъ,.ленн",1
".безъ,",1
".обезъ,",1
".подъ,.ик",1
".разъ,",2
".объ,н.",1
