form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT
does,do,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",15,4.5315,746.8112294846687
thought,think,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",31,4.6152,745.4583707287591
caused,cause,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",10,3.1202,769.6223353653771
leaving,leave,VERB,{'VerbForm': 'Ger'},11,3.8581,757.695519642728
begins,begin,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",7,2.9269,772.7466794217372
considers,consider,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,2.017,787.4535633166261
informed,inform,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4,2.8021,774.7638451653157
labeled,label,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.8633,789.937845165889
coding,code,VERB,{'VerbForm': 'Ger'},1,1.5798,794.5201086939701
draw,draw,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6,3.3143,766.4850607593788
carrying,carry,VERB,{'VerbForm': 'Ger'},4,3.162,768.9467141467748
start,start,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}",37,4.2392,751.5357290587714
agreed,agree,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",7,3.2632,767.3109996175267
seek,seek,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",5,2.9708,772.0371155103342
ascertain,ascertain,VERB,{'VerbForm': 'Inf'},1,1.699,792.5934567978599
deemed,deem,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.8573,790.0348242881764
controls,control,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.601,778.0142620806495
accumulated,accumulate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.6021,794.1596696228019
monitor,monitor,VERB,{'VerbForm': 'Inf'},2,2.8261,774.375928676166
become,become,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",27,3.7705,759.1114148281245
demonstrated,demonstrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4,1.8633,789.937845165889
scanned,scan,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.9031,789.2945503213824
thinned,thin,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.0414,803.2223686005622
scanning,scan,VERB,{'VerbForm': 'Ger'},3,2.0792,786.4482130822463
evidenced,evidence,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.1461,801.5300829166465
polarized,polarize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.2788,799.3852279953895
accepted,accept,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6,2.9042,773.1135837677247
alter,alter,VERB,{'VerbForm': 'Inf'},2,2.3892,781.4376250973958
hamper,hamper,VERB,{'VerbForm': 'Inf'},1,1.8633,789.937845165889
combined,combine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5,2.3263,782.4542895627089
corrected,correct,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.1303,785.6222742240984
estimate,estimate,VERB,{'VerbForm': 'Inf'},5,2.3874,781.466718834082
covered,cover,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",11,3.2076,768.2096728173902
multiplying,multiply,VERB,{'VerbForm': 'Ger'},1,1.4914,795.9489344290049
clarified,clarify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.2304,800.1675262485081
downwelling,downwell,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
decouple,decouple,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
means,mean,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",25,4.0468,754.6455262467883
roughened,roughen,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,3.584,762.1258492125588
induces,induce,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.2553,799.7650628910153
hampered,hamper,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.9031,805.4577373692875
discarded,discard,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.7993,790.9722891369549
achieve,achieve,VERB,{'VerbForm': 'Inf'},6,2.574,778.4506681309429
inferred,infer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.9542,804.6317985111396
decreased,decrease,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.6628,793.1785641689941
indicate,indicate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3,2.6294,777.5552275684889
driven,drive,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4,2.7202,776.0876101845392
attributed,attribute,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3,1.6532,793.3337307646539
showed,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",8,3.3849,765.3439397537967
defining,define,VERB,{'VerbForm': 'Ger'},4,1.7076,792.4544533892479
modulated,modulate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.4771,812.343255051695
adapts,adapt,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
becomes,become,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",5,3.0906,770.1007657019951
analyzing,analyze,VERB,{'VerbForm': 'Ger'},1,1.9731,788.1631272280291
failed,fail,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7,3.1667,768.8707471676496
orienting,orient,VERB,{'VerbForm': 'Ger'},1,4.263,751.1510452070313
support,support,VERB,{'VerbForm': 'Inf'},6,3.413,764.8897541977506
inspired,inspire,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",12,2.5922,778.1564981266711
differed,differ,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.0792,802.6114001301514
lived,live,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",7,3.5275,763.0390692807654
allowed,allow,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",12,3.3593,765.757717342223
exercise,exercise,VERB,{'VerbForm': 'Inf'},4,2.9566,772.2666327664144
housed,house,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.6335,793.6521455494976
attached,attach,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5,2.7952,774.8753711559464
carried,carry,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3,3.0116,771.3776574787796
tapering,taper,VERB,{'VerbForm': 'Ger'},1,0.7782,807.4765194315709
allowing,allow,VERB,{'VerbForm': 'Ger'},1,2.3997,781.2679116333927
adjust,adjust,VERB,{'VerbForm': 'Inf'},1,2.4594,780.3029693666329
adopting,adopt,VERB,{'VerbForm': 'Ger'},3,1.7853,791.1985737556256
resembles,resemble,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,1.7853,791.1985737556256
explained,explain,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",7,2.7774,775.163075885399
recreated,recreate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.3979,797.4601924179841
mean,mean,VERB,{'VerbForm': 'Inf'},36,4.8024,742.4326221133913
argue,argue,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.0035,771.5085792938677
displacing,displace,VERB,{'VerbForm': 'Ger'},1,0.7782,807.4765194315709
recreating,recreate,VERB,{'VerbForm': 'Ger'},1,1.301,799.0264052429261
open,open,VERB,{'VerbForm': 'Inf'},11,4.2133,751.9543556033121
say,say,VERB,{'VerbForm': 'Inf'},80,4.9224,740.4930396676426
popularized,popularize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
spawned,spawn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
represents,represent,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4,2.4969,779.6968498523364
forget,forget,VERB,{'VerbForm': 'Inf'},10,4.1502,752.9742527060349
pre-existing,pre-exist,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
negotiate,negotiate,VERB,{'VerbForm': 'Inf'},1,2.5353,779.0761834696968
engage,engage,VERB,{'VerbForm': 'Inf'},4,2.4983,779.6742213904694
represent,represent,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6,2.8887,773.3641131669672
emerging,emerge,VERB,{'VerbForm': 'Ger'},2,1.7993,790.9722891369549
explored,explore,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.8195,790.6457927585873
exemplified,exemplify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,1.0,803.8915245443454
becoming,become,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",7,3.0674,770.4757516415066
walking,walk,VERB,{'VerbForm': 'Ger'},7,3.5829,762.1436287183114
managing,manage,VERB,{'VerbForm': 'Ger'},1,2.2405,783.8410910114193
access,access,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,3.2084,768.1967422677519
manage,manage,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3,3.0398,770.9218556040287
contributes,contribute,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,1.2304,800.1675262485081
offering,offer,VERB,{'VerbForm': 'Ger'},4,2.891,773.326937836757
engendered,engender,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,5.338,733.7756191305333
undertakes,undertake,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,4.736,743.5058577333722
anticipated,anticipate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,2.1303,785.6222742240984
dreaded,dread,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.8451,790.2320151701609
shocked,shock,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.7774,775.163075885399
analyzes,analyze,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,1.0792,802.6114001301514
aligned,align,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.6128,793.9867235213893
grounded,ground,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.5999,778.0320415864022
illustrating,illustrate,VERB,{'VerbForm': 'Ger'},2,1.0414,803.2223686005622
negotiating,negotiate,VERB,{'VerbForm': 'Ger'},1,2.1931,784.6072260774899
fall,fall,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6,3.7814,758.9352360893023
reasoned,reason,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3,1.4472,796.6633472965224
posed,pose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,2.0531,786.8700722641967
framed,frame,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.4548,780.3773200270532
contribute,contribute,VERB,{'VerbForm': 'Inf'},4,2.29,783.0410132525479
remembered,remember,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",8,3.0596,770.6018245004802
pioneering,pioneer,VERB,{'VerbForm': 'Ger'},1,1.0792,802.6114001301514
commemorated,commemorate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.6021,810.3228566707069
underlying,underlie,VERB,{'VerbForm': 'Ger'},1,1.8129,790.7524697931035
born,bear,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",28,3.6303,761.3774936522408
came,come,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",39,4.3738,749.3601640821233
emigrated,emigrate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.2041,800.5926180678681
escape,escape,VERB,{'VerbForm': 'Inf'},3,3.3539,765.8449985522817
moved,move,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",8,3.5486,762.6980260340546
discover,discover,VERB,{'VerbForm': 'Inf'},6,2.7889,774.9771992343481
entering,enter,VERB,{'VerbForm': 'Ger'},4,2.7701,775.2810671508487
tying,tie,VERB,{'VerbForm': 'Ger'},1,2.2014,784.4730716249924
bear,bear,VERB,{'VerbForm': 'Inf'},2,3.4667,764.0217910532781
banned,ban,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2,2.1399,785.4671076284385
plagiarized,plagiarize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
backdated,backdate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
hydrodynamica,hydrodynamica,VERB,"{'Number': 'Sing', 'VerbForm': 'Inf'}",1,0.0,820.0547115922506
schooling,school,VERB,{'VerbForm': 'Ger'},1,1.8692,789.8424823623064
being,be,VERB,{'VerbForm': 'Ger'},5,4.3941,749.0320513850509
awaiting,await,VERB,{'VerbForm': 'Ger'},1,2.2856,783.1121312755587
refused,refuse,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4,2.8202,774.4712914797487
wanted,want,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",24,4.4085,748.7993014915611
gave,give,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",14,4.0944,753.8761585433081
asked,ask,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",19,4.0426,754.7134116323896
teach,teach,VERB,{'VerbForm': 'Inf'},4,3.5701,762.3505175125247
continued,continue,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",11,2.5694,778.5250187913633
earned,earn,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",9,2.8109,774.6216091192941
went,go,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",31,4.322,750.1974171712048
returned,return,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",17,3.1017,769.9213543257634
held,hold,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",20,3.3357,766.1391685565536
elected,elect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",19,2.5694,778.5250187913633
pointed,point,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3,2.5888,778.2114529626339
resolving,resolve,VERB,{'VerbForm': 'Ger'},1,1.2553,799.7650628910153
arranged,arrange,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5,2.9165,772.9147765670355
awarded,award,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6,2.1038,786.0505986808679
wrote,write,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",16,3.5599,762.5153820204133
vibrating,vibrate,VERB,{'VerbForm': 'Ger'},1,1.8129,790.7524697931035
tried,try,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",12,3.9791,755.7397740099315
flows,flow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.1553,785.2181945479008
experimented,experiment,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.5051,795.7274987664487
puncturing,puncture,VERB,{'VerbForm': 'Ger'},1,0.6021,810.3228566707069
rose,rise,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",8,9.869,660.5402186164754
sticking,stick,VERB,{'VerbForm': 'Ger'},2,2.8704,773.6598994899439
discovered,discover,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7,3.1667,768.8707471676496
measure,measure,VERB,{'VerbForm': 'Inf'},5,2.7308,775.9162804018314
passing,pass,VERB,{'VerbForm': 'Ger'},4,3.1225,769.585160035167
gains,gain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.8921,789.4723453789094
realised,realise,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3,0.0,820.0547115922506
increases,increase,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4,2.0,787.7283374964404
falls,fall,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,3.1146,769.7128492128454
exploited,exploit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.9345,788.7870262480782
designed,design,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6,2.9518,772.3442160642444
create,create,VERB,{'VerbForm': 'Inf'},20,3.1106,769.777501961037
pushed,push,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6,3.0195,771.2499683011013
entitled,entitle,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4,2.7686,775.3053119314205
turned,turn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",20,3.7315,759.7417791229927
spoke,speak,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5,3.2947,766.8018592255178
served,serve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",21,3.0035,771.5085792938677
visited,visit,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7,2.5453,778.9145515992178
pick,pick,VERB,{'VerbForm': 'Inf'},13,4.0051,755.319531146686
possessed,possess,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2,2.5328,779.1165914373166
hearing,hear,VERB,{'VerbForm': 'Ger'},3,3.3583,765.773880529271
record,record,VERB,{'VerbForm': 'Inf'},6,3.6401,761.2190944191714
marrying,marry,VERB,{'VerbForm': 'Ger'},1,2.9101,773.0182209641421
attended,attend,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",9,2.2989,782.8971608878215
taught,teach,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",9,3.3497,765.912883937883
teaching,teach,VERB,{'VerbForm': 'Ger'},3,3.0048,771.4875671507054
beginning,begin,VERB,{'VerbForm': 'Ger'},1,3.5079,763.3558677469043
began,begin,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",23,3.2198,768.0124819354058
conduct,conduct,VERB,{'VerbForm': 'Inf'},3,2.7536,775.5477597371391
collaborated,collaborate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.0792,802.6114001301514
edit,edit,VERB,{'VerbForm': 'Inf'},2,1.8921,789.4723453789094
render,render,VERB,{'VerbForm': 'Inf'},1,2.017,787.4535633166261
left,leave,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",32,4.3928,749.0530635282132
resided,reside,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3,0.9031,805.4577373692875
dedicated,dedicate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,2.6201,777.7055452080344
invited,invite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5,3.3149,766.47536284715
return,return,VERB,{'VerbForm': 'Inf'},7,3.67,760.735815126439
died,die,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",26,3.9041,756.9520130385243
living,live,VERB,{'VerbForm': 'Ger'},13,3.9022,756.9827230939154
reigned,reign,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.2304,800.1675262485081
enlist,enlist,VERB,{'VerbForm': 'Inf'},1,1.9085,789.2072691113237
rebelling,rebel,VERB,{'VerbForm': 'Ger'},2,1.2553,799.7650628910153
recruited,recruit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.1461,785.3668958687415
arrived,arrive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6,3.29,766.8778262046429
commissioned,commission,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.8633,789.937845165889
rank,rank,VERB,{'VerbForm': 'Inf'},2,2.6375,777.424305753401
paint,paint,VERB,{'VerbForm': 'Inf'},1,3.2737,767.1412861535238
wounded,wound,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5,2.9969,771.6152563283838
recovered,recover,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3,2.6522,777.1867069037967
exchanged,exchange,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,2.0334,787.1884870490404
promoted,promote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4,2.4579,780.3272141472047
discharged,discharge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.356,781.9742429073863
disbanded,disband,VERB,"{'Polarity': 'Neg', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.4624,796.4176668533942
shaped,shape,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,2.2601,783.5242925452803
sent,send,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",10,3.8475,757.8668494254358
achieved,achieve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7,2.3424,782.1940622512377
redesigning,redesign,VERB,{'VerbForm': 'Ger'},3,0.0,820.0547115922506
reside,reside,VERB,{'VerbForm': 'Inf'},2,1.7559,791.6737714548341
took,take,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",34,4.2419,751.4920884537421
chartered,charter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,1.6628,793.1785641689941
offered,offer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5,3.1252,769.5415194301377
progress,progress,VERB,{'VerbForm': 'Inf'},1,3.0354,770.9929736270395
received,receive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",21,3.1575,769.0194484884903
spent,spend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6,3.5533,762.6220590549294
joining,join,VERB,{'VerbForm': 'Ger'},2,2.7889,774.9771992343481
stationed,station,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.2253,784.0867714545474
intercepted,intercept,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,2.1703,784.9757467421822
coded,code,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,1.8865,789.5628592263777
receiving,receive,VERB,{'VerbForm': 'Ger'},5,2.5944,778.1209391151657
embedding,embed,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
acknowledge,acknowledge,VERB,{'VerbForm': 'Inf'},6,2.4969,779.6968498523364
predicted,predict,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4,2.1584,785.1680886680523
evolved,evolve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2,2.2095,784.3421498099043
sell,sell,VERB,{'VerbForm': 'Inf'},4,3.6727,760.6921745214096
buy,buy,VERB,{'VerbForm': 'Inf'},16,3.9919,755.5328852157184
according,accord,VERB,{'VerbForm': 'Ger'},23,11.078,640.9989254755583
