Word,Log_Freq_HAL,I_Mean_RT
attrition,6.153,853.8
attuned,5.412,894.773
atypical,6.34,825.75
auburn,7.738,865.0
auction,11.166,702.667
auctioneer,6.25,949.5
auctioneer's,2.485,888.867
audacious,4.466,766.0
audacity,6.215,983.484
audible,7.215,753.833
audibly,5.176,857.107
audience,9.948,622.323
audiences,7.617,655.343
audio,10.436,603.742
audiovisual,5.412,919.667
audit,8.097,679.438
audited,6.42,806.6
auditing,8.297,780.242
audition,6.657,861.531
auditioning,5.313,916.207
auditions,5.572,732.545
auditor,7.673,713.833
auditorium,7.367,716.562
auditors,7.293,729.364
auditory,6.525,849.133
audits,6.829,710.68
Audrey,6.975,707.0
Audubon,5.775,932.235
auger,5.308,655.143
aught,4.736,832.562
augment,6.585,747.708
augmentation,5.697,901.241
augmented,6.444,883.355
augmenting,4.984,1007.258
augurs,1.792,975.0
August,9.906,653.382
Augusta,6.752,856.63
Augustan,2.833,1078.312
Augusta's,1.099,855.808
Augustine,6.757,885.379
Augustine's,4.477,998.812
Augustus,6.116,926.037
aunt,7.953,646.576
auntie,5.996,788.679
aunts,6.061,645.406
aunt's,5.043,602.812
aura,8.502,762.677
aural,6.225,873.462
aureola,2.639,907.176
aureole,3.738,1036.375
aurora,7.785,710.379
Auschwitz,7.737,888.409
auspices,6.589,874.857
auspicious,5.257,893.19
auspiciously,1.946,835.364
Aussie,7.267,804.577
austere,4.745,686.312
austerely,1.609,892.0
austerity,5.765,996.706
Austin,9.882,681.559
Austin's,5.642,686.714
Australia,10.483,810.294
Australian,9.478,720.719
Austria,8.756,721.469
Austrian,7.426,750.032
autarchy,0.693,803.5
authentic,8.078,797.152
authenticate,6.18,972.933
authenticated,6.174,854.207
authentication,8.026,1039.148
authentications,2.398,1106.682
authenticator,3.135,1092.889
authenticity,7.328,862.03
author,10.885,538.559
authoritarian,6.919,923.281
authoritarianism,5.308,1083.444
authoritative,7.615,982.29
authoritatively,5.318,1117.692
authorities,9.443,732.3
authority,10.068,641.294
authority's,5.094,944.097
authorization,8.047,740.419
authorizations,4.99,957.267
authorize,6.819,727.853
authorized,8.838,726.765
authorizes,5.79,767.364
authorizing,5.976,630.438
authors,9.95,630.906
author's,8.295,707.656
authorship,6.763,916.645
autism,7.129,930.129
autistic,6.729,907.679
auto,9.654,592.324
autobahn,5.451,1146.545
autobiographic,2.398,1010.519
autobiographical,5.749,866.469
autobiography,7.114,774.441
autocracies,1.386,1040.913
autocracy,4.554,886.065
autocrat,6.304,853.45
autocratic,4.754,828.923
autocrats,4.522,861.774
autoerotism,0.0,1434.167
autograph,7.413,810.121
autoloader,5.308,948.69
automate,7.404,901.286
automated,9.363,745.212
automatic,9.732,656.515
automatically,10.762,735.273
automation,8.824,837.815
automaton,6.016,916.615
automobile,8.024,679.867
automobiles,7.288,770.0
automotive,7.996,782.406
autonomic,5.088,827.792
autonomous,7.63,861.548
autonomy,7.53,886.345
autopsied,3.714,878.471
autopsy,7.213,660.742
autos,6.943,681.182
autumn,8.061,728.971
autumnal,3.932,994.778
auxiliaries,3.761,888.194
auxiliary,7.174,800.576
avail,9.568,810.156
availabilities,4.043,1045.741
availability,9.564,718.531
available,12.697,615.781
availed,4.477,780.25
availing,3.367,791.96
avalanche,7.411,666.742
avarice,5.961,790.357
avaricious,3.638,1136.733
avenge,5.602,769.767
avenging,5.273,758.448
avenue,9.911,644.406
avenues,7.058,755.828
average,11.033,634.559
averaged,7.061,767.464
averages,7.684,755.0
averaging,7.155,801.6
averse,5.666,774.905
aversion,6.455,838.333
aversive,3.932,891.12
avert,7.044,668.846
averted,5.905,809.5
averting,4.533,866.737
aviary,6.697,710.118
aviation,8.401,777.419
aviator,6.33,746.567
aviators,5.056,814.964
avid,7.791,778.095
avidity,2.303,989.857
avidly,5.434,908.6
avocado,5.704,672.387
avocados,4.92,787.393
avocation,4.564,838.542
avoid,10.722,594.0
avoidable,5.412,743.344
avoidance,6.98,771.226
avoided,8.577,636.853
avoiding,8.537,712.939
avoids,7.484,654.774
avow,2.708,844.0
avowed,5.631,761.923
await,7.428,670.412
awaited,6.683,734.848
awaiting,8.145,662.75
awaits,6.649,668.25
awake,8.162,576.853
awaken,6.828,623.086
awakened,6.961,681.5
awakening,7.591,738.794
awakens,5.497,760.656
award,9.665,679.677
awarded,8.453,694.333
awarding,6.08,732.344
awards,9.12,562.656
aware,10.521,622.545
awareness,8.956,661.265
awash,5.58,786.263
away,11.924,605.5
awe,7.905,751.833
awed,5.576,749.5
aweigh,4.644,926.5
awesome,9.036,647.273
awestruck,4.663,928.739
awful,9.082,642.094
awfully,7.812,741.241
awfulness,3.555,812.303
awhile,8.97,809.484
awkward,7.832,734.194
awkwardly,5.935,828.387
awkwardness,4.949,856.167
awl,4.71,703.083
awning,4.317,815.714
awnings,2.708,923.091
awoke,6.983,703.576
awry,6.066,934.227
ax,8.052,641.3
axe,8.029,661.774
axes,7.432,579.314
axial,5.652,719.458
axially,3.091,1018.429
axiological,0.0,1046.5
axiom,7.152,726.4
axiomatic,5.817,835.25
axioms,7.159,782.2
axis,8.49,643.235
axle,7.462,727.194
axles,6.562,795.633
aye,6.742,857.714
ayes,4.394,808.75
azalea,5.081,745.8
azaleas,4.431,797.182
Azerbaijan,7.546,997.0
azimuth,5.846,970.833
azure,7.722,851.185
babble,6.933,656.5
babbled,5.529,808.536
babe,8.059,631.0
babes,7.196,624.8
babies,9.046,563.529
baboon,5.961,788.308
baby,10.486,523.818
babyhood,3.761,777.333
Babylon,8.746,741.735
Babylonian,6.554,836.933
Babylonians,5.576,1105.733
baby's,7.375,594.121
baccalaureate,4.804,966.062
baccarat,4.997,1072.182
Bacchanal,2.639,710.0
Bacchus,5.82,829.231
Bach,8.097,661.567
bachelor,7.697,665.206
bachelors,6.99,695.9
back,12.882,528.469
backache,3.497,785.724
backbend,2.303,948.714
backbends,1.386,822.154
backboard,4.718,766.467
backbone,8.325,661.242
backbreaking,3.178,876.03
backdoor,6.061,710.625
backdrop,6.811,792.161
backed,8.837,678.167
backer,5.13,743.667
backers,5.924,799.0
backfire,7.574,832.771
backgammon,7.396,847.593
background,10.688,638.879
backgrounds,8.198,744.312
backhand,6.047,668.452
backhanded,4.663,784.212
backing,8.715,732.688
backlash,7.5,746.613
backless,3.664,810.939
backlog,6.41,869.308
backpack,7.567,687.212
backpedal,4.331,915.464
backs,8.475,617.273
backscratcher,1.386,1015.192
backseat,5.394,731.382
backside,7.116,701.094
backslide,3.497,802.9
backspace,7.026,786.594
backstage,7.067,645.097
backstairs,2.639,873.2
backstitch,3.989,974.435
backstitching,4.205,1115.24
backstroke,5.05,795.29
backtalk,2.944,800.875
backtrack,5.631,867.606
backup,9.993,676.412
backward,8.368,675.971
backwards,9.102,671.906
backwash,4.078,773.727
backwater,5.919,718.344
backwoods,5.136,710.966
backwoodsman,0.693,1102.92
backyard,7.666,647.576
backyards,4.779,648.406
bacon,8.054,693.559
bacteria,8.443,649.323
bacterial,7.206,686.303
bacteriologist,2.833,1054.179
bacteriology,4.477,961.833
bacterium,5.881,829.172
bad,11.942,602.029
bade,4.905,757.824
badge,7.62,588.3
badger,7.369,752.484
badgering,4.682,897.097
badges,6.87,700.656
Badlands,7.929,877.455
badly,9.313,659.667
badmen,1.099,980.296
badminton,5.489,820.773
badness,4.927,739.767
baffle,5.638,637.517
baffled,6.695,737.344
bafflers,1.099,915.176
baffling,5.613,768.364
bag,9.707,593.429
bagatelle,3.045,825.429
bagful,2.996,765.586
baggage,7.536,655.818
bagged,6.93,653.606
baggy,6.17,714.625
bagpipe,5.905,759.613
bags,8.666,605.031
bah,6.671,934.688
Bahamas,7.238,677.636
Bahrain,6.372,1130.786
bail,7.857,686.355
bailiff,4.357,1081.261
bailing,5.838,824.44
bailment,0.0,825.8
bairn,1.792,879.167
bait,8.364,588.676
baited,5.811,775.25
bake,7.835,673.267
baked,7.484,597.875
baker,9.445,604.188
bakery,6.299,558.469
bakes,4.277,758.214
baking,8.009,640.324
baklava,4.143,882.941
balance,10.022,607.206
balanced,9.215,597.156
balances,7.131,638.333
balancing,7.792,629.03
balconies,4.477,818.759
balcony,6.987,661.871
bald,7.924,632.355
balderdash,6.346,1032.5
balding,5.649,756.4
baldness,5.796,651.594
baldy,5.1,733.774
bale,6.323,749.591
baleful,3.892,759.0
bales,6.168,735.4
Bali,6.384,806.727
Balinese,4.357,908.111
balk,5.656,667.375
Balkans,7.46,972.0
balked,5.416,711.316
balkiness,0.0,899.917
balking,4.331,916.524
balks,4.564,687.667
ball,10.558,643.903
ballad,6.893,784.233
ballade,4.19,1079.625
ballads,6.417,712.481
ballast,6.304,719.222
balled,4.625,723.0
ballerina,4.942,797.606
ballerinas,3.989,1004.652
ballet,7.42,622.645
ballets,4.454,768.452
ballfields,0.0,949.591
ballgowns,1.386,1003.2
ballistic,7.159,891.677
ballistics,5.768,905.5
balloon,8.436,745.484
ballooning,4.663,778.903
balloonist,1.792,833.233
balloons,7.016,602.515
ballot,8.211,610.455
ballots,7.102,644.559
ballplayer,4.595,789.382
ballplayers,4.97,763.758
ballpoint,5.056,685.969
ballroom,7.37,655.781
balls,9.495,653.576
ball's,5.056,726.531
ballyhoo,3.738,844.625
balm,7.321,664.933
balmy,5.1,787.6
balsam,4.86,785.5
balsams,3.367,940.917
Baltic,6.846,711.125
Baltimore,8.94,789.727
Baltimore's,3.892,747.647
Bambi,6.561,755.588
bambino,4.543,787.1
bamboo,7.088,659.212
bamboozle,3.219,893.741
ban,9.371,675.267
banal,6.078,731.7
banality,4.654,1136.0
banana,7.965,632.941
bananas,7.25,711.065
band,10.803,653.412
bandage,5.802,792.452
bandaged,4.934,750.833
bandages,5.561,746.406
bandaging,3.912,789.571
bandanna,4.143,850.0
banded,6.078,747.781
banding,6.649,775.633
bandit,7.583,715.091
banditos,3.584,904.636
bandits,7.6,680.097
bandmaster,2.833,929.0
bandoleers,0.693,851.875
bands,9.761,656.333
bandstand,4.533,820.906
bandwagon,7.077,768.5
bandwidth,9.565,994.778
bane,6.864,695.056
bang,8.823,633.029
banged,6.361,817.9
banging,7.234,753.125
Bangkok,7.845,734.857
Bangladesh,7.874,813.594
bangle,3.714,857.739
bangles,5.257,708.889
bangs,6.717,633.516
banish,5.753,656.967
banished,6.901,690.727
banishes,3.219,687.5
banishing,5.645,733.968
banishment,5.793,822.879
banister,4.779,826.742
banisters,1.792,811.633
banjo,6.93,790.5
bank,10.584,561.25
bankbill,0.0,893.655
bankbook,1.099,743.968
banked,5.687,691.767
banker,6.992,609.857
bankers,7.351,660.818
banking,8.817,591.645
banknote,4.595,862.889
bankroll,5.956,772.613
bankrupt,7.725,644.294
bankruptcy,7.749,688.939
banks,9.499,575.677
banned,8.892,733.688
banner,8.043,652.194
banners,6.604,628.559
banning,7.976,696.03
banquet,7.355,705.387
banquets,4.977,785.567
bans,7.072,730.724
banshee,7.843,756.3
banshees,5.9,841.533
bantam,6.976,928.733
bantamweight,2.398,887.6
banter,6.475,790.786
bantered,3.555,859.857
bantering,4.97,704.562
baptism,7.437,727.257
baptismal,4.796,886.321
baptisms,4.654,825.839
Baptist,7.431,628.029
baptistery,0.0,1067.591
Baptists,5.631,787.875
baptist's,2.996,773.759
baptize,4.663,673.968
baptized,6.832,745.353
bar,10.36,572.97
barb,7.212,689.704
Barbados,6.444,809.37
Barbara,9.329,690.0
barbarian,7.629,807.1
barbarians,6.919,702.516
barbaric,6.797,766.267
barbarism,5.568,901.926
barbarity,4.654,919.1
barbarous,5.037,999.821
barbecue,6.28,633.094
barbecued,4.357,758.133
barbecues,3.611,761.5
barbed,6.772,857.107
barbel,3.497,941.2
barbell,6.443,760.935
barber,7.659,656.412
barber's,4.317,631.484
barbital,0.0,771.714
barbiturate,3.045,789.353
barbs,6.151,715.615
bard,7.092,842.647
bards,5.541,762.143
bare,9.047,609.788
bareback,4.174,758.031
barefoot,6.975,626.5
barefooted,4.234,790.667
barelegged,1.099,892.1
barely,9.194,647.029
barflies,2.303,940.167
bargain,8.246,710.03
bargaining,7.285,865.0
bargains,6.664,744.5
barge,8.02,787.172
barges,5.043,870.929
barging,4.682,799.3
baritone,6.457,807.739
barium,5.557,765.929
bark,7.8,637.824
barkeep,4.682,907.4
barker,7.639,692.536
barking,7.402,691.677
barley,7.088,766.25
barleycorn,3.526,1045.154
barmaid,4.934,1161.824
barn,7.854,629.818
barnacle,4.454,724.154
barns,5.778,672.758
barnstorm,0.0,958.412
barnstormer,2.833,1131.0
barnyard,5.333,778.833
barnyards,2.197,833.741
barometer,6.054,823.833
barometric,4.605,931.48
baron,7.984,765.607
baronage,2.079,880.471
baroness,5.638,846.389
baronial,3.932,1056.333
barons,6.205,769.286
barony,6.426,979.714
baroque,7.026,785.842
barrack,4.234,731.28
barracks,6.691,704.462
barracuda,6.879,915.48
barrage,6.822,698.077
barred,7.161,690.875
barrel,8.83,681.517
barrels,7.538,638.969
barren,6.653,705.733
barrette,3.738,705.65
barricade,5.293,768.615
barricades,5.176,772.7
barrier,8.883,652.152
barriers,7.84,640.794
barring,7.544,760.103
barrow,6.337,719.391
Barry,9.93,692.355
bars,9.128,568.355
bartender,7.026,655.879
barter,6.671,757.31
Bartlett,6.604,797.625
basalt,8.081,728.647
base,10.988,540.812
baseball,9.819,651.267
baseballs,4.984,683.333
baseball's,5.476,864.364
baseboard,4.804,807.114
based,11.787,649.097
baseless,6.575,854.767
baseline,7.334,677.438
baseman,5.624,727.9
basement,8.451,661.424
basements,5.375,665.29
baser,4.357,630.667
bases,8.869,596.656
bash,8.449,623.375
bashful,5.357,662.758
basic,11.201,585.515
basically,10.513,754.618
basics,8.587,637.032
basil,7.541,631.909
basilica,4.477,961.81
basil's,3.367,847.667
basin,7.669,682.931
basing,7.247,825.81
basis,10.785,674.303
bask,5.545,821.727
basked,3.761,772.0
basket,7.943,649.882
basketball,9.193,602.735
baskets,6.286,692.571
basketwork,2.565,956.833
basking,6.04,688.407
bass,9.745,612.613
basses,6.833,813.737
basset,6.254,868.409
bassinet,4.043,917.273
bassoon,5.204,798.609
bast,6.057,701.533
bastard,8.452,633.265
bastardize,3.296,932.222
bastards,7.995,738.214
bastard's,3.97,794.258
baste,4.844,818.368
basting,4.718,897.273
bastion,6.248,772.889
bat,8.775,583.706
batch,9.236,716.875
bate,5.204,650.421
bath,8.634,603.853
bathe,6.507,800.296
bathed,6.219,660.625
bathers,4.043,1103.0
bathing,7.317,643.294
bathrobe,5.231,734.618
bathroom,8.766,553.697
bathrooms,6.506,653.742
baths,6.988,605.152
bathtub,6.896,668.781
bathtubs,4.369,693.031
batman,9.354,609.467
baton,7.431,734.348
bats,8.265,639.438
battalion,6.96,963.667
battalions,5.826,1027.562
batted,5.781,825.852
batten,5.136,929.5
battens,3.611,903.857
batter,7.218,724.485
battered,7.053,633.576
batteries,8.928,697.71
battering,7.861,726.5
batters,4.97,662.719
batter's,3.784,890.741
battery,10.221,600.455
batting,7.415,775.929
battle,10.266,567.545
battlefield,7.455,943.967
battlefields,5.553,841.031
battlefront,3.584,841.968
battleground,7.315,648.857
battlements,3.97,814.71
battles,8.557,681.281
battleship,6.809,694.559
battling,6.732,677.242
bauble,5.958,715.667
baubles,3.932,866.625
Bauhaus,5.796,807.25
Bavaria,6.271,757.571
bawdy,4.663,907.444
bawl,4.19,681.286
bawled,3.807,749.625
bawling,4.779,878.105
bay,10.4,706.176
bayed,0.0,712.684
baying,3.466,958.667
bayonet,6.404,802.185
bayonets,5.182,832.0
bayou,8.144,761.6
bays,7.062,743.367
bazaar,7.771,818.69
bazaars,3.871,782.208
bazooka,6.205,888.036
be,14.945,598.424
beach,10.191,649.529
beachcomber,3.638,1000.25
beaches,8.04,636.839
beachhead,4.5,1046.696
beaching,3.611,779.448
beachwear,1.099,907.04
beacon,7.483,645.419
bead,7.509,688.121
beaded,5.517,696.545
beadle,3.332,833.333
beadles,4.691,909.143
beads,7.701,714.939
beadsman,0.0,794.042
beady,4.407,799.13
beagle,6.749,697.758
beak,6.366,718.074
beaker,6.006,775.375
beakers,3.584,805.562
beall,4.344,763.5
beam,8.972,633.364
beaming,6.328,743.031
beams,7.596,695.161
bean,8.182,660.382
beanpole,2.639,912.37
beans,8.487,556.226
beanstalk,4.585,737.281
bear,10.066,565.765
bearable,5.814,786.176
beard,8.062,575.355
bearded,6.708,837.129
beardless,3.784,821.033
beardown,0.0,823.714
beards,5.951,680.548
bearer,6.808,699.733
bearing,8.851,659.647
bearings,8.317,611.182
bearish,6.227,907.609
bears,9.031,673.909
bear's,6.019,632.812
bearskin,3.178,802.531
beast,9.705,622.206
beastly,4.997,706.393
beasts,8.128,713.742
beat,10.407,590.156
beaten,8.814,684.543
beater,5.72,721.688
beating,8.911,670.75
beatings,6.605,688.906
beatnik,4.796,881.211
beatniks,3.829,806.4
Beatrice,6.521,855.714
beats,8.749,641.677
beau,6.922,740.808
Beaujolais,4.263,912.333
beaut,5.193,887.25
beauteous,3.807,844.769
beautician,3.219,906.433
beauties,6.286,690.765
beautiful,10.353,700.567
beautifully,7.794,889.5
beautify,4.007,748.433
beautifying,3.045,864.148
beauty,9.45,574.938
beauty's,5.004,679.812
beaver,7.454,636.969
beavertail,2.944,1021.0
bebop,5.583,1039.706
became,10.444,627.788
because,13.129,610.676
beck,7.642,659.393
Becket,4.779,819.125
beckon,4.19,777.103
beckoned,5.517,723.312
beckoning,5.106,761.265
beckons,4.654,771.308
become,11.445,578.029
becomes,10.305,611.412
becoming,9.897,643.121
bed,10.353,557.062
bedazzled,3.807,733.516
bedazzlement,0.0,992.136
bedbug,0.693,847.276
bedbugs,3.219,706.484
bedclothes,4.111,950.133
bedded,4.454,774.9
bedding,6.687,661.697
bedevil,2.944,873.636
bedfast,0.0,638.72
bedfellow,2.565,847.188
bedground,0.0,1067.933
bedlam,5.46,747.692
Bedouin,5.421,864.909
bedpan,3.219,837.393
bedpost,3.951,733.438
bedraggled,3.738,932.4
bedridden,4.407,984.167
bedrock,5.841,760.594
bedroom,8.815,671.938
bedrooms,6.701,702.088
bedroom's,2.708,685.0
beds,7.793,613.788
bedside,6.319,727.788
bedsore,0.0,785.077
bedspread,4.913,698.545
bedsprings,3.091,875.969
bedstead,3.332,865.19
bedtime,7.127,600.091
bee,8.098,576.486
beech,6.232,827.286
beef,8.573,590.875
beefcake,4.575,802.516
beefeater,2.398,1014.048
beefed,5.328,823.154
beef's,1.386,719.906
beefsteak,3.784,829.333
beefy,5.565,834.059
beehive,5.366,749.933
beeline,4.543,832.619
been,13.508,707.333
beep,7.742,623.576
beeps,7.056,616.778
beer,10.115,587.182
beers,8.317,637.548
bees,8.532,619.697
bee's,4.796,656.097
beeswax,5.283,789.138
beet,6.04,723.333
Beethoven,7.725,824.387
Beethoven's,6.349,717.8
beetle,6.933,618.0
beetles,5.974,707.379
beetling,1.099,848.333
beetroot,4.111,966.2
beets,5.056,629.233
befall,5.182,917.16
befell,4.673,923.071
befit,3.689,840.067
befits,4.7,859.533
befitting,5.017,792.4
befogged,1.099,871.286
before,12.751,585.061
beforehand,7.762,798.971
befoul,2.639,943.077
befouled,3.332,835.0
befriend,4.868,796.036
befuddle,4.127,786.917
befuddled,5.328,853.158
befuddles,2.485,929.588
befuddling,2.197,828.2
beg,8.43,627.323
began,10.609,660.485
beget,4.443,854.455
beggar,6.525,725.344
beggarman,1.609,926.577
beggars,6.41,741.267
beggar's,3.807,865.0
beggarwoman,0.0,1007.652
beggary,2.485,820.231
begged,7.082,645.727
begging,8.036,707.677
begin,11.016,542.412
beginner,8.253,695.188
beginners,8.388,709.0
beginner's,6.79,794.091
beginning,10.686,701.778
beginnings,7.137,694.29
begins,9.596,636.562
begone,4.248,765.08
begonia,3.829,844.111
begotten,5.737,800.933
begrudge,5.384,816.095
begs,7.069,727.517
beguile,3.091,776.0
beguiled,4.127,883.778
beguilement,0.0,1093.933
beguiling,4.174,986.95
begun,8.901,753.75
behalf,9.035,629.676
behave,8.656,699.125
behaved,7.253,638.091
behaves,7.245,672.467
behaving,7.165,651.031
behavior,10.306,550.03
behavioral,7.895,764.719
behaviorally,3.932,1033.774
behaviors,8.02,699.212
behead,4.205,764.679
beheading,4.844,820.969
beheld,5.118,845.222
behemoth,5.784,866.667
behind,11.08,558.469
behold,7.851,599.5
beholder,7.028,647.267
beholds,3.045,666.758
behooves,5.464,851.421
beige,7.192,676.968
beige's,0.0,802.875
being,12.8,567.212
beings,9.3,726.879
Beirut,6.384,742.0
bejewel,0.0,888.588
belated,5.617,686.484
belatedly,5.075,944.655
belch,5.645,815.897
belched,4.248,812.75
belching,4.82,758.333
beleaguer,1.099,933.1
belfry,4.248,801.692
Belgian,7.524,833.031
Belgians,5.204,793.29
Belgium,8.799,675.406
belief,9.873,587.971
beliefs,9.599,677.061
believable,7.206,816.719
believably,3.664,764.531
believe,12.247,613.909
believed,9.595,662.697
believer,8.036,732.767
believers,8.014,721.939
believes,9.391,677.161
believing,8.853,718.909
belittle,6.37,751.419
belittling,5.517,1016.077
bell,10.119,560.75
bellboy,4.394,825.758
bellboys,2.197,815.276
belle,7.735,716.296
belles,5.318,821.136
bellflower,4.419,1038.913
bellhop,3.555,795.933
bellhops,2.303,826.069
bellicose,3.829,863.846
bellies,5.903,683.281
belligerence,3.871,848.267
belligerency,2.565,1051.1
belligerent,6.068,849.069
belligerently,2.639,929.435
bellman,4.159,745.156
bellow,5.67,709.806
bellowed,4.836,783.394
bellowing,4.89,790.677
bellows,6.575,664.065
bellow's,0.0,831.071
bells,7.972,622.471
belly,8.697,559.941
belong,9.603,599.032
belonged,7.601,665.062
belonging,7.754,688.879
belongings,6.422,711.667
belongs,9.017,667.853
beloved,8.24,638.129
below,11.415,595.594
belowground,0.0,1078.524
belt,9.289,595.882
belted,5.293,715.452
belting,4.844,725.344
belts,7.756,651.121
beltway,5.976,800.444
bemoan,5.011,940.533
bemoans,3.091,845.818
bemuse,1.946,992.769
Ben,10.006,571.371
bench,8.587,563.848
benched,4.673,742.938
benches,6.319,643.97
benchmarks,8.226,759.0
bend,8.838,545.818
bended,4.812,693.727
bending,7.708,705.188
bends,7.034,670.484
beneath,8.663,678.939
Benedict,6.825,748.656
Benedictine,5.017,880.542
benediction,4.99,773.733
benefaction,2.197,841.182
benefactor,5.347,836.185
benefactor's,1.386,809.464
benefice,2.485,831.429
beneficence,3.135,882.538
beneficent,5.182,913.4
beneficial,8.371,748.033
beneficiaries,6.531,1019.536
beneficiary,6.323,743.129
beneficient,4.263,867.933
benefit,10.334,668.0
benefited,6.791,789.593
benefits,10.556,619.75
benevolence,5.935,790.207
benevolent,7.022,774.484
Bengal,6.777,798.5
benign,7.044,776.5
Benjamin,9.064,717.938
Ben's,6.211,586.097
bent,9.045,605.727
benzene,5.46,935.45
Beowulf,5.352,780.273
bequeath,3.219,820.652
bequeathed,4.564,958.083
bequest,4.564,798.348
bequests,3.091,787.0
berate,5.323,851.381
berated,5.075,935.4
bereave,1.099,874.095
bereavement,5.118,969.75
bereavements,1.792,943.478
bereft,5.666,973.615
beret,6.078,767.286
berg,7.534,757.0
Berkeley,9.387,782.875
Berlin,8.893,695.677
Berliners,3.045,1220.357
Berlin's,4.078,734.424
Bermuda,6.924,739.152
Bern,6.64,730.474
Bernard,8.651,795.697
berries,6.417,680.559
berry,7.971,584.455
berserk,8.424,872.947
Bert,7.779,672.3
berth,5.974,691.0
Bertha,6.05,838.941
beseech,4.615,824.864
beset,5.529,843.19
besets,1.946,879.769
besetting,2.833,853.609
beside,8.839,760.061
besides,10.42,677.909
besiege,3.401,790.4
besieged,5.568,840.071
besiegers,1.946,1187.182
besieging,3.434,767.444
besmear,0.0,933.75
besmirch,3.738,974.0
besmirched,3.664,1196.0
besmirching,3.178,1022.889
best,12.505,540.441
bested,4.304,634.5
bestial,5.136,761.533
bestiality,6.531,971.435
bestow,5.727,749.548
bestowal,2.708,821.786
bestowed,6.286,758.424
bestseller,5.631,696.265
bestselling,4.771,812.818
bestubbled,0.0,1126.667
bet,10.306,578.029
beta,10.828,733.065
Beth,8.544,670.781
Bethlehem,6.739,861.129
betide,3.219,1086.625
betray,6.648,757.9
betrayal,7.27,702.4
betrayed,7.357,644.353
betrayer,5.677,904.212
betraying,5.841,774.375
betrays,5.591,741.516
betroth,1.609,937.0
betrothal,3.871,896.143
betrothed,4.595,888.808
bets,8.085,718.5
better,12.559,557.5
bettering,5.05,1026.1
betterment,6.04,974.417
betters,5.318,656.562
betting,7.814,757.033
Betty,8.107,567.182
Betty's,5.529,679.152
between,12.35,635.094
betwixt,5.242,795.1
bevel,5.17,832.538
beveled,4.477,984.556
beveling,3.219,932.364
bevels,3.401,895.833
beverage,7.262,718.103
beverages,6.918,702.375
bewail,3.045,811.235
beware,8.632,757.639
bewilder,3.091,750.29
bewildered,6.292,741.273
bewilderedly,0.0,936.769
bewilderingly,1.946,967.382
bewilderment,5.389,851.69
bewilders,2.485,984.0
bewitch,2.565,700.031
bewitched,5.043,759.833
bewitching,5.056,752.857
beyond,10.687,727.353
Bhutan,5.663,898.333
bias,9.124,694.562
biases,7.368,802.294
bib,6.661,732.037
Bible,10.108,547.206
Bibles,6.439,619.862
biblical,8.339,775.829
biblically,5.13,894.394
bibliographer,3.761,1045.324
bibliographical,5.746,990.774
bibliographies,6.974,931.742
bibliography,8.543,813.065
bibliophile,4.304,816.429
bibliophiles,3.367,755.0
bicameral,4.248,925.769
bicarbonate,5.242,982.0
bicentennial,5.17,858.448
bicep,5.043,738.036
biceps,5.9,824.276
bicker,5.037,846.167
bickering,6.832,780.458
bicycle,8.525,679.771
bicycles,7.253,614.314
bicyclist,5.05,797.188
bid,11.712,689.97
bidder,10.288,804.955
bidders,8.858,897.5
bidding,9.449,677.889
bide,5.497,792.222
bidet,3.689,871.167
bids,10.895,614.333
biennial,5.609,1001.875
bifocal,3.989,843.138
bifocals,4.625,733.5
bifurcate,2.398,920.5
big,12.093,534.5
bigamist,3.497,932.1
bigamy,4.804,851.692
bigger,9.859,646.212
biggest,9.795,648.697
bighead,2.639,820.903
bigness,4.007,901.852
bigot,7.628,704.0
bigoted,7.143,790.875
bigots,7.345,778.5
bigwig,3.97,877.923
bijou,4.7,927.5
bike,10.022,620.647
bikini,7.238,635.118
bikinis,5.565,829.267
bilabial,2.773,1006.5
bilateral,7.288,797.111
bile,7.388,657.222
bilge,5.778,755.067
bilinear,4.615,1146.5
bilingual,7.35,787.1
bilk,4.682,633.833
bilked,3.555,1138.714
bill,11.669,588.394
billboard,7.014,718.303
billboards,6.031,685.581
billed,7.58,679.257
billfold,3.829,766.0
billhook,1.609,920.5
billiard,5.565,719.387
billiards,5.756,737.032
billing,8.374,603.032
billion,9.938,792.679
billions,8.326,677.212
billionth,4.454,1011.0
billow,3.178,725.056
billowed,3.555,755.963
billows,4.078,727.056
bills,9.252,653.771
Bill's,7.508,632.094
Billy,9.281,648.219
bimetallic,2.639,1217.455
bimolecular,1.609,1041.522
bimonthly,6.697,803.286
bin,9.67,703.419
binary,9.971,745.077
bind,8.825,696.219
binder,7.53,785.586
binders,5.817,749.118
bindery,6.428,1039.438
binding,9.039,709.938
binds,6.709,724.484
bing,6.488,741.15
binge,5.673,741.485
bingo,7.292,567.515
binocular,5.624,749.903
binoculars,6.865,712.133
binomial,5.136,924.29
bins,6.574,730.065
biochemical,6.676,838.273
biochemistry,7.712,848.382
biodegradable,5.247,1134.364
biographer,5.375,725.758
biographers,4.443,733.906
biographical,6.933,733.559
biography,8.002,712.529
biologic,5.283,859.0
biological,9.262,624.4
biologically,6.75,855.969
biologist,7.349,759.588
biologists,6.999,801.935
biology,9.277,621.576
bionic,6.213,875.435
biophysical,4.89,895.679
biophysicist,4.489,1145.92
biopsies,4.533,954.958
bioscope,1.099,1002.143
