_,_,Pres;Fin
splish,splish,Inf
splash,splash,Inf
go,gon,Pres;Part
finish,finish,Inf
change,change,Inf
f-,f-,Inf
fill,fill,Inf
float,floating,Ger
breathe,breathe,Pres;Fin
fill,fills,Pres;Fin
get,get,Inf
subtract,subtract,2;Fin
go,going,Pres;Part
l-,l-,Inf
fit,fit,Inf
count,count,2;Fin
be,'s,Pres;Fin
think,think,Pres;Fin
see,saw,Past;Fin
fit,fitting,Pres;Part
stop,stop,2;Fin
guess,guessing,Ger
confuse,confused,Past;Part
figure,figured,Past;Fin
watch,watch,Inf
thank,thank,Pres;Fin
tell,telling,Pres;Part
bet,bet,Pres;Fin
happen,happened,Past;Fin
pop,popped,Past;Fin
pull,pull,2;Fin
slow,slowed,Past;Fin
get,getting,Pres;Part
borrow,borrow,Inf
wait,wait,Inf
trim,trim,Pres;Fin
train,train,Inf
watch,watching,Ger
graduate,graduate,Inf
want,wan,Pres;Fin
clean,clean,Pres;Fin
help,helps,Pres;Fin
m-,m-,Pres;Fin
shoe,shoe,Inf
stick,stick,Inf
show,showing,Pres;Part
forget,forgot,Past;Fin
think,think-,Pres;Part
loan,lent,Past;Part
tell,tells,Pres;Fin
guess,guess,2;Fin
figure,figuring,Ger
tear,tearing,Pres;Part
transfer,transfer,Inf
bake,bake,Inf
wear,wear,Inf
say,saying,Pres;Part
hope,hope,Pres;Fin
shrink,shrunk,Past;Fin
buy,bought,Past;Fin
look,looks,Pres;Fin
pick,picks,Pres;Fin
fit,fits,Pres;Fin
get,gets,Pres;Fin
lay,laid,Past;Fin
hatch,hatched,Past;Fin
read,read,Inf
read,reading,Pres;Part
meditate,meditate,Inf
dispute,disputed,Past;Part
debate,debated,Part;Pass
write,writes,Pres;Fin
bear,bore,Inf
hing,hinges,Pres;Fin
evaluate,evalu-,Past;Fin
comment,commented,Past;Fin
consent,consent,Inf
view,views,Pres;Fin
attain,attaining,Ger
conceptualize,conceptualizing,Ger
possess,possesses,Pres;Fin
condemn,condemns,Pres;Fin
grant,grants,Pres;Fin
justify,justifies,Pres;Fin
save,saves,Pres;Fin
skip,skip,2;Fin
exalt,exalted,Past;Fin
prefer,prefers,Pres;Fin
adjust,adjusts,Pres;Fin
prove,proves,Pres;Fin
demand,demanded,Part;Pass
possess,possess,Inf
ride,ridden,Past;Part
obey,obeys,Pres;Fin
act,act,Inf
remember,remember,Pres;Fin
desert,deserted,Past;Fin
disappoint,disappointed,Past;Part
offend,offended,Part;Pass
will,will,Inf
predestine,predestined,Part;Pass
sound,sounds,Pres;Fin
hold,hold,Inf
weigh,weighed,Past;Fin
suppose,suppose,Pres;Fin
tend,tend,Pres;Fin
fix,fixed,Past;Fin
replace,replacing,Pres;Part
bale,baling,Ger
sit,sit,Inf
feed,feeds,Pres;Fin
eat,eats,Pres;Fin
feed,feed,Inf
explain,explain,2;Fin
bale,bale,Inf
eat,eat,Inf
starve,starve,Inf
starve,starving,Ger
fix,fixes,Pres;Fin
sit,sat,Past;Fin
bother,bother,Inf
taste,tastes,Pres;Fin
love,love,Pres;Fin
blast,blasted,Past;Part
touch,touch,Inf
drink,drinking,Pres;Part
help,helped,Past;Fin
love,loved,Past;Fin
train,trained,Past;Part
say,says,Pres;Fin
get,gotten,Past;Part
react,react,Inf
worry,worried,Past;Part
outgrow,outgrow,Inf
look,looked,Past;Fin
believe,believed,Past;Fin
lean,leaned,Past;Fin
pick,picking,Ger
dangle,dangled,Past;Fin
stuff,stuffing,Ger
nip,nipping,Ger
listen,listening,Ger
salt,salted,Past;Part
unload,unloading,Ger
paint,painted,Past;Part
punctuate,punctuated,Past;Fin
open,opening,Ger
eat,eating,Ger
tuck,tucked,Part;Pass
stretch,stretched,Past;Fin
find,finding,Pres;Part
dismiss,dismissed,Past;Fin
want,wanting,Ger
strangle,strangle,Inf
sling,slung,Past;Fin
bend,bent,Past;Fin
mumble,mumbling,Ger
dress,dressed,Part;Pass
erupt,erupted,Past;Fin
imagine,imagined,Past;Fin
step,stepped,Past;Fin
guess,guessed,Past;Fin
hear,hear,Inf
laugh,laughing,Ger
soak,soak,Inf
coat,coated,Past;Fin
chime,chimed,Past;Fin
call,calling,Pres;Part
answer,answer,Inf
wipe,wiped,Past;Fin
lift,lifted,Past;Fin
copy,copy,Pres;Fin
switch,switched,Past;Fin
unclip,unclipped,Past;Fin
serrate,serrated,Past;Part
like,liking,Ger
sit,sitting,Ger
overwhelm,overwhelmed,Past;Part
recall,recall,Inf
identify,identifying,Ger
lack,lacking,Pres;Part
torture,tortured,Part;Pass
swing,swung,Past;Fin
kick,kicked,Past;Fin
giggle,giggling,Ger
frown,frowned,Past;Fin
threaten,threatened,Past;Fin
grow,grow,Inf
lose,lose,Inf
feel,feeling,Ger
cry,crying,Pres;Part
sum,summed,Past;Fin
contain,contained,Past;Fin
eat,ate,Past;Fin
manufacture,manufactured,Past;Part
punish,punish,Inf
fade,faded,Past;Fin
reason,reason,Inf
distinguish,distinguishing,Ger
admit,admitted,Past;Fin
frown,frowns,Pres;Fin
wail,wails,Pres;Fin
delay,delayed,Past;Part
let,lets,Pres;Fin
disentangle,disentangle,Neg;Inf
look,looking,Pres;Part
hover,hovers,Pres;Fin
grab,grabs,Pres;Fin
straighten,straightening,Ger
drape,draping,Ger
herd,herd,Pres;Fin
mouth,mouthing,Ger
smile,smiles,Pres;Fin
wail,wailing,Pres;Part
distract,distract,Inf
want,wants,Pres;Fin
perk,perks,Pres;Fin
unwrap,unwrap,Pres;Fin
tie,tie,2;Fin
kiss,kiss,2;Fin
last,lasts,Pres;Fin
smear,smeared,Past;Part
wipe,wipe,Inf
pass,pass,Pres;Fin
stop,stops,Pres;Fin
point,pointing,Ger
try,tries,Pres;Fin
fight,fight,Inf
crumple,crumples,Pres;Fin
hunch,hunches,Pres;Fin
swing,swings,Pres;Fin
grab,grab,Pres;Fin
tug,tugging,Ger
gulp,gulping,Ger
see,sees,Pres;Fin
keep,kept,Past;Fin
grab,grabbing,Ger
crouch,crouches,Pres;Fin
trail,trail,Pres;Fin
sniffle,sniffling,Ger
wheeze,wheezing,Pres;Part
dig,digs,Pres;Fin
sit,sits,Pres;Fin
ask,asks,Pres;Fin
check,checks,Pres;Fin
stay,stay,Inf
sigh,sighs,Pres;Fin
open,opens,Pres;Fin
stand,stand,Pres;Fin
back,back,Inf
turn,turns,Pres;Fin
wave,wave,Pres;Fin
rain,rained,Past;Fin
disappear,disappeared,Past;Fin
drink,drunk,Past;Part
pause,paused,Past;Fin
wait,waited,Past;Fin
bounce,bounced,Past;Fin
gather,gathering,Ger
pluck,plucked,Past;Fin
shiver,shivering,Ger
marble,marbled,Past;Fin
dare,daring,Ger
dart,dart,Inf
leap,leap,Inf
climax,climaxed,Past;Fin
overflow,overflowed,Past;Fin
cascade,cascading,Ger
breathe,breath,Inf
wriggle,wriggled,Past;Fin
struggle,struggled,Past;Fin
writhe,writhing,Ger
swim,swimming,Ger
burst,burst,Past;Fin
stand,standing,Ger
flood,flooding,Ger
lick,licking,Ger
climb,climbing,Ger
lap,lapping,Ger
surround,surrounded,Past;Part
drum,drum,Inf
drum,drumming,Ger
slip,slipped,Past;Fin
nibble,nibble,Inf
lean,leant,Past;Fin
fray,fraying,Ger
frolick,frolicking,Ger
lap,lapped,Past;Fin
wash,washing,Ger
rock,rocking,Ger
tie,tied,Past;Part
float,floated,Past;Fin
slam,slammed,Past;Fin
shut,shut,Past;Part
retreat,retreated,Past;Fin
gaze,gazed,Past;Fin
press,pressed,Past;Fin
dissolve,dissolving,Ger
ripple,rippled,Past;Fin
splash,splashed,Past;Fin
nip,nipped,Past;Fin
flap,flapping,Ger
haul,hauling,Ger
swim,swam,Past;Fin
sing,sang,Past;Fin
sing,singing,Ger
come,coming,Pres;Part
comb,combed,Past;Fin
wave,waved,Past;Fin
laugh,laughed,Past;Fin
tantalise,tantalising,Ger
wrap,wrap,Inf
nudge,nudging,Ger
let,letting,Ger
float,float,Inf
engulf,engulfed,Past;Fin
creak,creaking,Ger
crack,cracking,Ger
clamber,clambered,Past;Fin
slide,sliding,Ger
cling,clinging,Ger
shelter,sheltering,Ger
fleck,flecked,Past;Part
gallop,galloped,Past;Fin
spout,spouting,Ger
scramble,scrambled,Past;Fin
encrust,encrusted,Past;Part
ride,rode,Past;Fin
dip,dipping,Ger
blow,blowing,Ger
tug,tugged,Past;Fin
peel,peeled,Past;Fin
deepen,deeping,Ger
ride,riding,Ger
tar,tarred,Past;Fin
groan,groaning,Ger
dip,dipped,Past;Fin
pass,passed,Past;Fin
prise,prising,Ger
speckle,speckled,Past;Part
throw,threw,Past;Fin
hang,hung,Past;Fin
haul,hauled,Past;Fin
chant,chanting,Ger
burst,bursting,Ger
stand,stood,Past;Fin
sink,sunk,Past;Part
lie,lie,Pres;Fin
plow,plowed,Past;Part
stretch,stretching,Ger
survive,survived,Past;Fin
sip,sipping,Ger
cake,caked,Past;Part
incense,incensed,Part;Pass
cry,cried,Past;Fin
vein,veined,Part;Pass
ooze,oozed,Past;Fin
char,charred,Past;Part
smell,smelled,Past;Fin
ferment,fermented,Past;Part
scour,scoured,Past;Fin
hurry,hurried,Past;Fin
blacken,blackened,Past;Part
pack,packed,Past;Fin
crochet,crocheting,Pres;Part
scrape,scraped,Past;Fin
catch,catch,Inf
tumble,tumbling,Ger
twist,twisted,Past;Part
burn,burnt,Past;Part
echo,echo,Inf
hurtle,hurtled,Past;Fin
steady,steady,Inf
cycle,cycling,Ger
abate,abate,Inf
glance,glanced,Past;Fin
be,been,Past;Part
dominate,dominated,Past;Fin
loom,loomed,Past;Fin
stare,staring,Ger
swarm,swarming,Ger
fly,flying,Pres;Part
alter,altered,Past;Fin
attempt,attempt,Inf
throw,throw,Inf
pump,pumping,Ger
sweat,sweating,Ger
await,awaited,Past;Fin
board,board,Inf
run,run,Inf
scramble,scrambling,Ger
pull,pulling,Ger
perform,performing,Ger
hide,hid,Past;Fin
speed,speeding,Pres;Part
watch,watched,Past;Fin
hurtle,hurtle,Inf
address,addressed,Past;Part
remain,remaining,Ger
listen,listen,2;Fin
advance,advance,Inf
creep,crept,Past;Part
fall,fallen,Past;Part
suffer,suffering,Pres;Part
pump,pump,Inf
fill,filled,Part;Pass
negate,negating,Ger
run,ran,Past;Fin
slant,slanted,Past;Part
menace,menacing,Ger
intimidate,intimidating,Ger
face,face,Inf
seem,seeming,Ger
pierce,pierce,Inf
tighten,tighten,Inf
swallow,swallowing,Ger
lurch,lurch,Inf
grow,grown,Past;Part
crush,crushed,Past;Part
scream,screaming,Ger
wait,waiting,Ger
begin,begun,Past;Fin
ascend,ascending,Ger
sink,sank,Past;Fin
buckle,buckled,Past;Fin
flip,flip,Inf
press,press,Inf
taxi,taxied,Part;Pass
exceed,exceeded,Past;Part
hate,hate,Pres;Fin
shine,shines,Pres;Fin
shine,shone,Past;Fin
wander,wandered,Past;Fin
bring,bring,Pres;Fin
tip,tipped,Past;Part
curse,cursed,Past;Part
embower,embowered,Past;Part
flutter,fluttered,Past;Fin
drop,dropped,Past;Fin
swirl,swirling,Ger
carve,carven,Past;Part
crush,crushing,Ger
sleep,sleeping,Ger
madden,maddened,Past;Part
light,litten,Past;Part
whisper,whispered,Past;Fin
bid,bade,Past;Fin
cease,cease,Inf
sway,swaying,Ger
gleam,gleaming,Ger
breed,breeded,Past;Fin
vanish,vanish,Inf
long,longed,Past;Fin
ebb,ebbed,Past;Fin
sink,sunken,Past;Part
tremble,trembled,Past;Fin
wish,wish,Inf
descend,descend,Inf
question,questioned,Past;Part
sink,sinking,Ger
drip,dripping,Ger
close,close,Inf
conquer,conquering,Ger
gnaw,gnaw,Inf
glut,glut,Inf
flow,flown,Past;Part
shew,shewing,Ger
shock,shocking,Ger
paw,paw,Inf
shriek,shrieked,Past;Fin
hide,hidden,Past;Part
rise,rise,Pres;Fin
leer,leering,Ger
feast,feast,Pres;Fin
hurt,hurt,Inf
pull,pulls,Pres;Fin
swell,swelling,Ger
assist,assisted,Past;Part
be,’s,Pres;Fin
bewilder,bewildered,Part;Pass
water,water,Pres;Fin
grasp,grasps,Pres;Fin
lose,loses,Pres;Fin
smile,smiling,Pres;Part
submit,submits,Pres;Fin
wear,worn,Past;Part
bare,bares,Pres;Fin
hang,hangs,Pres;Fin
swab,swabs,Pres;Fin
numb,numb,Inf
streak,streaked,Past;Part
dislike,dislike,Inf
wince,winces,Pres;Fin
implant,implant,Inf
embarrass,embarrass,Inf
put,puts,Pres;Fin
shine,shining,Ger
dream,dreamed,Past;Part
dream,dream,Inf
wake,wake,Pres;Fin
keep,keeps,Pres;Fin
stop,stopping,Ger
wander,wandering,Pres;Part
sleep,sleep,Pres;Fin
impend,impending,Ger
kill,kill,Inf
trust,trusts,Pres;Fin
light,lit,Past;Fin
wake,woke,Past;Fin
deal,deal,Inf
bind,bound,Past;Part
optimize,optimized,Past;Part
repair,repaired,Part;Pass
punch,punching,Ger
raise,raise,Inf
ward,ward,Inf
avoid,avoiding,Pres;Part
flag,flag,Pres;Fin
empathize,empathized,Past;Part
scare,scared,Past;Fin
incapacitate,incapacitated,Past;Fin
trip,trip,Inf
learn,learning,Ger
tear,tear,Pres;Fin
know,knows,Pres;Fin
unfold,unfold,Inf
mess,mess,Inf
mess,messed,Past;Part
curl,curled,Past;Part
engineer,engineered,Past;Part
deduce,deduce,2;Inf
laud,lauding,Ger
stick,stuck,Past;Fin
turn,turning,Ger
crunch,crunched,Past;Fin
worry,worry,Inf
promise,promised,Past;Fin
shout,shouted,Past;Fin
twitch,twitched,Past;Fin
grab,grabbed,Past;Fin
yelp,yelped,Past;Fin
duck,ducked,Past;Fin
moan,moaned,Past;Fin
pant,panted,Past;Fin
course,coursed,Past;Fin
splatter,splattered,Past;Fin
moan,moaning,Ger
crawl,crawling,Pres;Part
wonder,wondered,Past;Fin
back,backed,Past;Fin
unclench,unclenched,Past;Fin
glisten,glistening,Ger
be,'re,Pres;Fin
be,am,Pres;Fin
murder,murdered,Past;Fin
save,saved,Past;Fin
scoop,scooped,Past;Fin
shoo,shoo,2;Fin
dash,dashed,Past;Fin
chase,chasing,Pres;Part
smack,smacking,Ger
swirl,swirl,Inf
poke,poked,Past;Fin
exfoliate,exfoliating,Ger
tremble,trembling,Ger
humor,humor,2;Inf
stomp,stomped,Past;Fin
irritate,irritated,Part;Pass
batter,battered,Past;Part
blame,blamed,Past;Fin
like,likes,Pres;Fin
hide,hiding,Ger
wrap,wrapped,Past;Fin
cleanse,cleansing,Ger
spiral,spiral,2;Fin
relax,relax,Inf
stretch,stretch,2;Fin
rub,rub,Inf
smile,smiled,Past;Fin
realize,realized,Past;Fin
hate,hated,Past;Fin
sleep,slept,Past;Fin
prepare,preparing,Ger
trim,trimmed,Past;Part
choose,chosen,Past;Part
fold,folded,Past;Part
gaze,gazing,Ger
think,thinks,Pres;Fin
admire,admiring,Ger
snort,snorted,Past;Fin
sigh,sighed,Past;Fin
regret,regretting,Pres;Part
kiss,kissed,Past;Fin
bike,biked,Past;Fin
stamp,stamping,Ger
excuse,excuse,2;Inf
stream,streaming,Ger
embroider,embroidered,Past;Part
fire,fire,Inf
place,placed,Past;Fin
gnaw,gnawed,Part;Pass
sneeze,sneeze,Inf
lean,leaning,Pres;Part
inspect,inspected,Past;Fin
eye,eyed,Past;Fin
silence,silence,Inf
swallow,swallowed,Past;Part
insult,insulting,Ger
wink,winked,Past;Fin
water,watered,Past;Fin
howl,howled,Past;Fin
scratch,scratching,Ger
yack,yacks,Pres;Fin
throw,thrown,Part;Pass
lock,locked,Past;Part
whisper,whisper,Inf
poke,poke,Inf
suppose,s’pose,Pres;Fin
ditch,ditch,Sing;Inf
feel,feels,Pres;Fin
seat,seated,Part;Pass
cling,clung,Past;Fin
sway,swayed,Past;Fin
vibrate,vibrated,Past;Fin
record,records,Pres;Fin
reverse,reversing,Ger
sweep,sweeping,Pres;Part
palpitate,palpitating,Ger
travel,travelling,Pres;Part
blink,blinking,Ger
puzzle,puzzled,Past;Fin
brood,brooded,Past;Fin
glare,glared,Past;Fin
cease,ceased,Past;Part
vanish,vanished,Past;Part
creep,creeping,Ger
halt,halted,Past;Fin
glow,glowing,Ger
glow,glowed,Past;Part
revert,reverted,Past;Fin
face,faces,Pres;Fin
reverse,reverse,Inf
circle,circling,Ger
project,projecting,Ger
slope,sloping,Ger
stir,stirring,Pres;Part
breath,breathing,Pres;Part
remind,reminded,Past;Fin
slant,slanting,Ger
flutter,fluttering,Ger
disappear,disappear,Inf
shiver,shivered,Past;Fin
imagine,imagine,Inf
wave,waving,Ger
corrugate,corrugated,Past;Part
ornament,ornamented,Past;Part
blotch,blotched,Past;Fin
flicker,flickering,Ger
wise,wise,Sing;Inf
lie,lying,Ger
touch,touched,Part;Pass
sort,sort,Inf
find,finds,Pres;Fin
pretend,pretended,Past;Fin
jump,jumped,Past;Fin
startle,startled,Part;Pass
illustrate,illustrated,Past;Part
experience,experiencing,Ger
blow,blew,Past;Fin
blow,blown,Part;Pass
harm,harm,Inf
meditate,meditating,Ger
frighten,frightened,Past;Fin
dare,dare,Inf
turn,turn,Inf
skip,skipped,Past;Fin
gladden,gladdened,Past;Fin
craze,crazed,Past;Part
groan,groan,Inf
curse,curse,Inf
oversleep,overslept,Past;Part
miss,miss,Inf
fade,fading,Pres;Part
ponder,ponder,Inf
flow,flow,Pres;Fin
heal,healing,Ger
drink,drink,2;Fin
wash,wash,2;Fin
trouble,trouble,2;Fin
medicate,medicating,Ger
medicate,medicate,Inf
document,documented,Past;Part
nest,nests,Pres;Fin
forage,foraging,Ger
spot,spotted,Part;Pass
infect,infected,Part;Pass
choose,chose,Past;Fin
lace,laced,Past;Part
avoid,avoided,Past;Fin
vary,varied,Past;Fin
encounter,encounter,Inf
run,runs,Pres;Fin
reference,referencing,Ger
discuss,discusses,Pres;Fin
research,researching,Ger
keep,keeping,Pres;Part
like,liked,Past;Fin
build,build,Inf
nickname,nicknamed,Past;Part
search,searching,Ger
aerate,aerated,Past;Part
carve,carve,Inf
carve,carved,Past;Fin
prevent,prevent,Inf
escape,escaping,Ger
drill,drilled,Past;Fin
dry,dried,Past;Part
expose,exposing,Ger
count,counted,Past;Fin
ingest,ingesting,Ger
ingest,ingested,Past;Fin
add,adding,Ger
mix,mixed,Past;Fin
plate,plated,Past;Fin
influence,influence,Inf
extrapolate,extrapolate,Inf
interview,interviews,Pres;Fin
own,own,Pres;Fin
amass,amassed,Past;Part
perform,perform,Inf
travel,travel,Inf
induct,inducted,Part;Pass
display,displaying,Ger
credit,credited,Part;Pass
revolutionize,revolutionizing,Ger
cite,cited,Past;Part
exist,existed,Past;Part
collapse,collapsed,Past;Fin
join,join,Inf
destroy,destroyed,Past;Part
expand,expand,Inf
beef,beefing,Ger
rescind,rescinded,Past;Fin
induce,induced,Past;Fin
regard,regard,Inf
mean,meaning,Ger
favor,favoring,Ger
carry,carries,Pres;Fin
oppose,opposed,Part;Pass
debate,debating,Pres;Part
kick,kicking,Ger
predict,predict,Inf
fizzle,fizzle,Inf
divert,diverted,Part;Pass
interview,interviewed,Past;Fin
coin,coined,Past;Part
vote,voted,Past;Fin
co-own,co-owned,Part;Pass
win,winning,Pres;Part
remark,remarked,Past;Fin
top,topped,Past;Fin
price,priced,Part;Pass
recount,recount,Inf
venture,ventured,Past;Fin
sample,sample,Inf
taste,tasting,Ger
balance,balanced,Past;Part
laugh,laughs,Pres;Fin
legalize,legalizing,Ger
select,selected,Past;Fin
promulgate,promulgate,Inf
gain,gained,Past;Fin
acknowledge,acknowledged,Past;Part
quote,quoted,Part;Pass
purvey,purveyed,Part;Pass
handle,handle,Inf
suspect,suspect,Pres;Fin
criticize,criticized,Past;Fin
display,displays,Pres;Fin
mimick,mimicked,Past;Fin
popularize,popularize,Inf
shake,shaken,Part;Pass
pour,poured,Past;Part
laugh,laugh,Inf
recommend,recommend,Inf
amaze,amazed,Part;Pass
imply,implies,Pres;Fin
found,founded,Past;Part
intend,intending,Pres;Part
enhance,enhance,Inf
formulate,formulate,Inf
predicate,predicated,Part;Pass
shroud,shrouded,Part;Pass
intrigue,intriguing,Ger
encounter,encountered,Past;Part
preserve,preserving,Ger
prevent,prevents,Pres;Fin
anticipate,anticipating,Ger
interact,interact,Inf
dissect,dissecting,Ger
embed,embedded,Past;Fin
mount,mounted,Past;Fin
stain,stained,Past;Fin
squash,squashed,Past;Part
sting,stinging,Ger
belong,belongs,Pres;Fin
happen,happen,Inf
challenge,challenging,Pres;Part
consume,consuming,Ger
process,processing,Ger
burrow,burrow,Pres;Fin
hire,hire,Pres;Fin
vary,varies,Pres;Fin
advertise,advertise,Inf
buy,buying,Pres;Part
hire,hiring,Ger
be,'m,Pres;Fin
treat,treat,Inf
reveal,reveal,Inf
originate,originate,Inf
ask,asking,Ger
refine,refining,Ger
explain,explains,Pres;Fin
fund,funds,Pres;Fin
donate,donate,Inf
accomplish,accomplish,Inf
build,building,Ger
envision,envisioned,Past;Fin
copyright,copyrighted,Past;Part
produce,producing,Ger
appeal,appeal,Pres;Fin
pay,paying,Ger
sacrifice,sacrifice,Pres;Fin
interest,interest,Inf
cost,cost,Inf
fork,fork,Inf
demand,demand,Inf
invest,invest,Pres;Fin
create,creates,Pres;Fin
rank,ranks,Pres;Fin
enjoy,enjoyed,Past;Part
reaffirm,reaffirm,Pres;Fin
emphasize,emphasizes,Pres;Fin
merit,merit,Pres;Fin
reinforce,reinforces,Pres;Fin
overlook,overlooked,Part;Pass
challenge,challenge,Pres;Fin
mention,mention,Pres;Fin
televise,televised,Part;Pass
air,air,Inf
mediate,mediated,Part;Pass
announce,announce,Inf
educate,educate,Inf
engage,engaging,Ger
feature,features,Pres;Fin
email,emailed,Past;Fin
crystallize,crystallize,Inf
record,recording,Ger
finish,finishing,Ger
browse,browsing,Ger
re-record,re-record,Inf
celebrate,celebrates,Pres;Fin
expire,expired,Past;Part
suit,suited,Part;Pass
download,download,Inf
compete,compete,Inf
cost,costs,Pres;Fin
captain,captained,Past;Fin
fire,fired,Past;Fin
revisit,revisit,Inf
sign,signing,Ger
overshadow,overshadowed,Past;Part
injure,injured,Part;Pass
beat,beating,Ger
blow,blow,Inf
bugle,bugle,Inf
tap,tap,Inf
experience,experienced,Past;Fin
deliver,deliver,Inf
happen,happening,Pres;Part
recite,recite,Inf
express,expresses,Pres;Fin
prepare,prepared,Part;Pass
chase,chased,Part;Pass
battle,battled,Past;Part
cheer,cheer,2;Fin
shout,shout,Inf
reprint,reprinted,Past;Part
bother,bothered,Past;Part
stagger,staggered,Part;Pass
clinch,clinched,Past;Part
hand,handed,Past;Fin
broadcast,broadcast,Past;Part
flesh,flesh,Pres;Fin
contribute,contributing,Ger
whittle,whittle,Pres;Fin
brainstorm,brainstorm,Pres;Fin
assign,assign,Pres;Fin
execute,execute,Inf
add,adds,Pres;Fin
punch,punch,Pres;Fin
target,target,Inf
attack,attack,Inf
overdo,overdone,Part;Pass
spirit,spirited,Past;Part
train,training,Ger
date,dating,Pres;Part
exist,exists,Pres;Fin
crack,crack,Inf
kid,kidding,Pres;Part
liken,likened,Past;Fin
script,scripted,Past;Part
succeed,succeed,Inf
wake,wakes,Pres;Fin
defend,defending,Ger
extend,extending,Ger
replace,replaced,Part;Pass
conquer,conquer,Inf
check,check,Inf
protest,protesting,Pres;Part
endanger,endanger,Inf
enter,enter,Inf
invite,invite,Inf
replace,replace,Inf
wane,waning,Ger
dwell,dwells,Pres;Fin
arrest,arrests,Pres;Fin
commit,commit,Inf
matter,matter,Inf
eclipse,eclipse,Inf
doom,doomed,Part;Pass
repeat,repeat,Inf
kill,killing,Pres;Part
answer,answering,Pres;Part
enable,enable,Inf
knock,knocking,Pres;Part
express,express,Pres;Fin
walk,walk,Inf
commit,committed,Part;Pass
notice,notice,Pres;Fin
fail,fail,Pres;Fin
invent,invent,Inf
combine,combine,Inf
be,where,Past;Fin
interpret,interpret,Inf
cheat,cheat,Pres;Fin
document,documenting,Ger
experiment,experimenting,Ger
interest,interested,Past;Fin
thrill,thrilled,Past;Part
confront,confront,Pres;Fin
rely,relies,Pres;Fin
collect,collect,Inf
recommend,recommended,Past;Part
digress,digress,Pres;Fin
scan,scan,Inf
handle,handles,Pres;Fin
compress,compress,Pres;Fin
convert,convert,Pres;Fin
search,search,Inf
remove,removed,Past;Part
anticipate,anticipate,Inf
detect,detect,Inf
capture,captured,Part;Pass
modify,modified,Past;Part
accelerate,accelerate,Inf
simulate,simulate,Inf
honor,honored,Past;Part
consist,consists,Pres;Fin
draw,drawing,Ger
encourage,encourage,Inf
deposit,deposit,Inf
color,colored,Past;Part
face,faced,Past;Fin
control,controlled,Past;Part
grant,granted,Part;Pass
deny,denying,Ger
cite,citing,Ger
schedule,scheduled,Past;Part
rebuild,rebuild,Inf
prove,proving,Pres;Part
pack,packing,Ger
mail,mail,Inf
plan,plans,Pres;Fin
rescue,rescued,Past;Part
deploy,deployed,Part;Pass
retrieve,retrieve,Inf
rate,rates,Pres;Fin
believe,believes,Pres;Fin
unite,untied,Past;Part
criticise,criticised,Past;Part
discuss,discussing,Ger
share,share,Pres;Fin
crack,cracked,Past;Part
transport,transport,Pres;Fin
contact,contacted,Past;Fin
urge,urge,Pres;Fin
save,save,Inf
inspire,inspires,Pres;Fin
arrest,arrested,Part;Pass
range,ranging,Ger
resemble,resembled,Past;Fin
wear,wearing,Ger
handcuff,handcuffed,Past;Part
repost,reposted,Past;Part
hope,hoping,Ger
translate,translates,Pres;Fin
issue,issue,Inf
tweet,tweeted,Past;Fin
inspire,inspire,Inf
tour,tour,Inf
wish,wishes,Pres;Fin
spotlight,spotlight,Inf
approach,approached,Past;Fin
kill,killed,Past;Part
wound,wounding,Ger
bloody,bloodied,Past;Part
undergo,undergoing,Ger
arrive,arrive,Pres;Fin
enlarge,enlarge,Inf
persuade,persuaded,Part;Pass
interrogate,interrogated,Part;Pass
charge,charged,Part;Pass
sign,sign,Inf
agree,agreeing,Ger
invest,invested,Past;Part
attack,attacked,Past;Fin
motivate,motivated,Part;Pass
travel,traveled,Past;Fin
assist,assist,Inf
proceed,proceeded,Past;Fin
cooperate,cooperated,Past;Fin
rout,routed,Past;Fin
route,route,Inf
proceed,proceeding,Ger
black,blacked,Past;Part
deposit,deposited,Part;Pass
ply,plied,Past;Fin
characterize,characterizing,Ger
deal,dealt,Part;Pass
request,requested,Past;Fin
face,facing,Ger
frame,frame,Inf
emerge,emerge,Pres;Fin
step,step,Pres;Fin
veto,veto,Inf
defeat,defeated,Part;Pass
defeat,defeating,Ger
re-elect,re-elected,Past;Part
resign,resigned,Past;Fin
elect,elects,Pres;Fin
cross,crossing,Ger
sprawl,sprawled,Past;Fin
don,donned,Past;Fin
launch,launch,Inf
animate,animated,Past;Part
suit,suit,Inf
deduct,deducted,Part;Pass
distribute,distribute,Inf
fundrais,fundraising,Pres;Part
pose,pose,Pres;Fin
shoot,shoot,Inf
costume,costumed,Past;Part
prefer,prefer,Inf
mirror,mirror,Inf
engrave,engraved,Part;Pass
intend,intends,Pres;Fin
favour,favoured,Past;Fin
select,selecting,Ger
cause,causing,Ger
label,labelled,Past;Part
remove,remove,Inf
comply,complying,Pres;Part
host,hosting,Ger
dub,dubbed,Past;Fin
characterize,characterized,Past;Fin
wage,waging,Pres;Part
file,filed,Part;Pass
mail,mailing,Ger
raid,raided,Part;Pass
declare,declares,Pres;Fin
bombard,bombarding,Ger
be,s,Pres;Fin
overload,overload,Inf
crash,crash,Inf
state,stating,Ger
load,loads,Pres;Fin
load,loading,Pres;Part
theorize,theorized,Past;Fin
wait,waits,Pres;Fin
persuade,persuade,Inf
update,update,Inf
slip,slipping,Pres;Part
account,accounted,Past;Fin
gain,gaining,Pres;Part
conclude,concluded,Past;Fin
surge,surge,Inf
