form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT
gone,go,VERB,"['Past', 'Part']",4,4.18,752.4925897320073
learned,learn,VERB,"['Fin', 'Ind', 'Past']",10,3.472,763.9361261619241
claim,claim,VERB,['Inf'],4,3.1126,769.7451755869413
acquired,acquire,VERB,"['Past', 'Part']",2,2.3598,781.9128227966041
indulged,indulge,VERB,"['Fin', 'Ind', 'Past']",1,1.415,797.1838019194649
appease,appease,VERB,['Inf'],1,1.415,797.1838019194649
visit,visit,VERB,['Inf'],6,3.4763,763.8666244576182
remind,remind,VERB,['Inf'],4,3.2751,767.1186576916566
dug,dig,VERB,"['Past', 'Part']",1,2.659,777.076797231871
lined,line,VERB,"['Past', 'Part']",2,2.5198,779.3267128689394
fulfilled,fulfill,VERB,"['Past', 'Part']",1,2.1644,785.0711095457648
go,go,VERB,['Inf'],97,5.2866,734.6064069447956
filtering,filter,VERB,['Ger'],1,1.415,797.1838019194649
relieved,relieve,VERB,"['Fin', 'Ind', 'Past']",1,2.7202,776.0876101845392
breathed,breathe,VERB,"['Fin', 'Ind', 'Past']",1,1.8573,790.0348242881764
converted,convert,VERB,"['Past', 'Part']",4,2.1239,785.725718621205
travelled,travel,VERB,"['Fin', 'Ind', 'Past']",1,1.9912,787.870573542462
settled,settle,VERB,"['Fin', 'Ind', 'Past']",3,2.9965,771.621721603203
accompanied,accompany,VERB,"['Fin', 'Ind', 'Past']",2,2.0253,787.3194088641284
devote,devote,VERB,['Inf'],1,2.0043,787.6588357921344
abstained,abstain,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
plunged,plunge,VERB,"['Past', 'Part']",2,1.7076,792.4544533892479
suspected,suspect,VERB,"['Past', 'Part']",1,2.6972,776.459363486641
seized,seize,VERB,"['Past', 'Part']",2,2.1139,785.8873504916841
inhabiting,inhabit,VERB,['Ger'],1,0.8451,806.395202218066
learn,learn,VERB,['Inf'],16,3.7816,758.9320034518928
gospel,gospel,VERB,['Inf'],1,2.2068,784.3857904149337
subscribed,subscribe,VERB,"['Past', 'Part']",1,1.2041,800.5926180678681
operated,operate,VERB,"['Past', 'Part']",1,2.2227,784.128795740872
displayed,display,VERB,"['Past', 'Part']",3,1.8808,789.6549893925506
located,locate,VERB,"['Past', 'Part']",16,2.6712,776.8796063498866
sharing,share,VERB,['Ger'],2,2.7952,774.8753711559464
paid,pay,VERB,"['Fin', 'Ind', 'Past']",3,3.6405,761.2126291443521
bartending,bartend,VERB,['Ger'],1,0.0,820.0547115922506
blogging,blog,VERB,['Ger'],1,0.0,820.0547115922506
dancing,dance,VERB,['Ger'],4,3.4433,764.4000096301991
uploads,upload,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
trick,trick,VERB,['Inf'],1,3.3824,765.3843477214165
viewed,view,VERB,"['Past', 'Part']",6,1.7324,792.0536063504599
talking,talk,VERB,"['Sing', 'Ger']",16,4.4046,748.8623379210479
talk,talk,VERB,['Inf'],21,4.6395,745.065605283495
featured,feature,VERB,"['Past', 'Part']",4,1.8062,790.8607631463244
stated,state,VERB,"['Fin', 'Ind', 'Past']",7,2.2672,783.4095339172402
want,want,VERB,['Inf'],104,5.1484,736.840159394816
touching,touch,VERB,['Ger'],2,2.9489,772.3910893066833
comes,come,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",26,4.0666,754.3254951432398
pulled,pull,VERB,"['Fin', 'Ind', 'Past']",8,3.396,765.1645283775649
concerned,concern,VERB,"['Past', 'Part']",3,3.3545,765.835300640053
annoying,annoy,VERB,['Ger'],2,2.7543,775.5364455062056
unveiled,unveil,VERB,"['Fin', 'Ind', 'Past']",1,1.1761,801.0451873052094
immortalized,immortalize,VERB,"['Past', 'Part']",1,1.2304,800.1675262485081
professionalized,professionalize,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
feature,feature,VERB,['Inf'],1,2.4757,780.039509417752
hosts,host,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,1.9868,787.9416915654728
m.,marry,VERB,"['Past', 'Part']",2,0.0,820.0547115922506
div.,divorce,VERB,"['Past', 'Part']",2,0.0,820.0547115922506
walked,walk,VERB,"['Fin', 'Ind', 'Past']",5,3.4374,764.4953724337817
directed,direct,VERB,"['Past', 'Part']",3,2.49,779.8083758429669
d.,die,VERB,"['Past', 'Part']",2,0.0,820.0547115922506
spending,spend,VERB,['Ger'],3,3.1021,769.9148890509442
split,split,VERB,"['Past', 'Part']",3,3.2911,766.8600466988902
attending,attend,VERB,['Ger'],1,2.5623,778.6397774194033
separated,separate,VERB,"['Fin', 'Ind', 'Past']",1,2.7332,775.8774887529164
dazzling,dazzle,VERB,['Ger'],1,1.8261,790.539115724071
centered,center,VERB,"['Past', 'Part']",2,1.699,792.5934567978599
starring,star,VERB,['Ger'],1,2.1584,785.1680886680523
worked,work,VERB,"['Fin', 'Ind', 'Past']",10,3.7692,759.1324269712868
accept,accept,VERB,['Inf'],8,3.4302,764.6117473805266
graduating,graduate,VERB,['Ger'],2,2.1106,785.9406890089422
ministered,minister,VERB,"['Fin', 'Ind', 'Past']",1,3.989,755.5797584581572
forced,force,VERB,"['Fin', 'Ind', 'Past']",9,3.1303,769.4590871761933
leave,leave,VERB,['Inf'],23,4.4563,748.0267011506712
founding,found,VERB,['Ger'],2,1.9542,788.4686114632344
undertook,undertake,VERB,"['Fin', 'Ind', 'Past']",1,1.0792,802.6114001301514
ordained,ordain,VERB,"['Past', 'Part']",1,1.6532,793.3337307646539
maintain,maintain,VERB,['Inf'],6,2.8209,774.4599772488151
translating,translate,VERB,['Ger'],5,1.8325,790.4356713269646
elaborated,elaborate,VERB,"['Past', 'Part']",1,0.7782,807.4765194315709
asserting,assert,VERB,['Ger'],1,1.1761,801.0451873052094
stands,stand,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",4,3.039,770.934786153667
sets,set,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,2.882,773.4724065201881
account,account,VERB,['Inf'],3,3.3581,765.7771131666806
ensuring,ensure,VERB,['Ger'],6,1.3802,797.746280828732
differ,differ,VERB,['Inf'],2,2.0969,786.1621246714984
typifies,typify,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
reproducing,reproduce,VERB,['Ger'],1,1.1461,801.5300829166465
governing,govern,VERB,['Ger'],2,1.4624,796.4176668533942
planned,plan,VERB,"['Past', 'Part']",4,3.2109,768.1563343001321
attend,attend,VERB,['Inf'],6,2.8549,773.9104288891864
move,move,VERB,['Inf'],18,4.3289,750.0858911805743
cast,cast,VERB,"['Past', 'Part']",3,3.0722,770.3981683436766
auditioned,audition,VERB,"['Fin', 'Ind', 'Past']",1,0.0,820.0547115922506
film,film,VERB,['Inf'],1,3.5223,763.1231178534146
titled,title,VERB,"['Past', 'Part']",1,1.5563,794.8999435895959
landed,land,VERB,"['Fin', 'Ind', 'Past']",3,2.8156,774.5456421401691
drive,drive,VERB,['Inf'],5,3.8927,757.1362733708705
hunting,hunt,VERB,['Ger'],1,3.0342,771.012369451497
fighting,fight,VERB,['Ger'],3,3.5577,762.5509410319187
dealing,deal,VERB,['Ger'],2,3.1587,769.0000526640329
owns,own,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.9899,771.7283986377192
running,run,VERB,['Ger'],9,3.9061,756.9196866644286
discontinued,discontinue,VERB,"['Past', 'Part']",1,1.5441,795.0971344715804
heads,head,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,3.3381,766.1003769076386
missing,miss,VERB,['Ger'],3,3.6518,761.0299851307108
announced,announce,VERB,"['Past', 'Part']",5,2.4624,780.2544798054892
expecting,expect,VERB,['Ger'],2,3.2665,767.2576611002686
resides,reside,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.5911,794.3374646803288
launched,launch,VERB,"['Fin', 'Ind', 'Past']",7,2.2856,783.1121312755587
write,write,VERB,['Inf'],23,3.8108,758.4600383900939
supports,support,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",4,2.0253,787.3194088641284
struggling,struggle,VERB,['Ger'],1,2.5011,779.6289644667352
partnered,partner,VERB,"['Fin', 'Ind', 'Past']",1,1.3802,797.746280828732
release,release,VERB,['Inf'],3,3.2676,767.239881594516
featuring,feature,VERB,['Ger'],3,1.9243,788.9518907559668
formed,form,VERB,"['Past', 'Part']",8,2.3838,781.5249063074544
sold,sell,VERB,"['Past', 'Part']",4,3.4242,764.708726502814
selling,sell,VERB,['Ger'],2,3.2833,766.9861195578638
surprised,surprise,VERB,"['Fin', 'Ind', 'Past']",5,3.4486,764.3143447388452
holding,hold,VERB,['Ger'],8,3.5479,762.7093402649882
revealed,reveal,VERB,"['Past', 'Part']",6,2.4757,780.039509417752
preventing,prevent,VERB,['Ger'],2,1.7559,791.6737714548341
collapsing,collapse,VERB,['Ger'],2,1.8513,790.1318034104639
denied,deny,VERB,"['Fin', 'Ind', 'Past']",7,2.7672,775.3279403932877
traveling,travel,VERB,['Ger'],7,2.8603,773.8231476791277
preached,preach,VERB,"['Fin', 'Ind', 'Past']",1,1.5185,795.5109120600067
praying,pray,VERB,['Ger'],1,2.7168,776.142565020502
weeping,weep,VERB,['Ger'],1,2.2122,784.298509204875
opted,opt,VERB,"['Fin', 'Ind', 'Past']",1,1.3424,798.3572492991428
follow,follow,VERB,['Inf'],12,3.7982,758.6636945468975
visiting,visit,VERB,['Ger'],6,2.8965,773.2380403079935
welcomed,welcome,VERB,"['Past', 'Part']",2,2.0212,787.3856779310248
integrated,integrate,VERB,"['Fin', 'Ind', 'Past']",4,1.7482,791.7982279951029
asserted,assert,VERB,"['Fin', 'Ind', 'Past']",3,7.529,698.3620763085733
maintained,maintain,VERB,"['Fin', 'Ind', 'Past']",3,2.0607,786.7472320426326
preach,preach,VERB,['Inf'],1,2.0899,786.2752669808337
retiring,retire,VERB,['Ger'],1,2.0828,786.3900256088739
witnessing,witness,VERB,['Ger'],1,1.7924,791.0838151275855
violating,violate,VERB,['Ger'],1,2.0607,786.7472320426326
grant,grant,VERB,['Inf'],1,10.013,658.2127196815771
failing,fail,VERB,['Ger'],2,2.4409,780.6019883270191
assisting,assist,VERB,['Ger'],2,1.9138,789.1216042199699
pleaded,plead,VERB,"['Fin', 'Ind', 'Past']",1,1.8325,790.4356713269646
assert,assert,VERB,['Inf'],1,1.6435,793.4905136790186
consented,consent,VERB,"['Fin', 'Ind', 'Past']",2,1.8129,790.7524697931035
exiled,exile,VERB,"['Fin', 'Ind', 'Past']",1,1.699,792.5934567978599
forgave,forgive,VERB,"['Fin', 'Ind', 'Past']",1,2.0719,786.566204347696
trust,trust,VERB,['Inf'],3,3.9585,756.0727356631184
naming,name,VERB,['Ger'],1,2.0414,787.0591815526572
qualified,qualify,VERB,"['Past', 'Part']",1,2.6253,777.6214966353854
retreat,retreat,VERB,['Inf'],1,2.6857,776.6452401376919
practiced,practice,VERB,"['Fin', 'Ind', 'Past']",1,2.233,783.9623149142785
arose,arise,VERB,"['Fin', 'Ind', 'Past']",2,1.6335,793.6521455494976
communicate,communicate,VERB,['Inf'],2,2.6385,777.408142566353
demanding,demand,VERB,['Ger'],2,2.3385,782.2570986807245
falling,fall,VERB,['Ger'],4,3.2643,767.2932201117741
rushed,rush,VERB,"['Fin', 'Ind', 'Past']",1,2.4298,780.7813997032508
placate,placate,VERB,['Inf'],1,1.301,799.0264052429261
claimed,claim,VERB,"['Fin', 'Ind', 'Past']",5,2.5717,778.487843461153
acting,act,VERB,['Ger'],1,3.4275,764.6553879855559
administered,administer,VERB,"['Fin', 'Ind', 'Past']",1,1.8865,789.5628592263777
shuffling,shuffle,VERB,['Ger'],1,1.4771,796.18006800379
ruled,rule,VERB,"['Past', 'Part']",3,2.4502,780.4516706874736
wondering,wonder,VERB,['Ger'],5,3.5095,763.3300066476277
like,like,VERB,['Inf'],45,5.3095,734.2362699613986
rising,rise,VERB,['Ger'],5,2.6335,777.4889585015926
ask,ask,VERB,['Inf'],22,4.3917,749.0708430339658
tell,tell,VERB,['Inf'],34,4.9442,740.1406821899983
yell,yell,VERB,['Inf'],1,2.9731,771.999940180124
told,tell,VERB,"['Fin', 'Ind', 'Past']",29,4.5524,746.4734188753675
seen,see,VERB,"['Past', 'Part']",29,4.293,750.6661495955941
boil,boil,VERB,['Inf'],1,2.4829,779.9231344710071
figure,figure,VERB,['Inf'],6,3.8195,758.3194186627771
call,call,VERB,['Inf'],27,4.6428,745.0122667662368
g-,g-,VERB,['Inf'],1,0.0,820.0547115922506
starts,start,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",4,3.3685,765.6090160213823
_,_,VERB,['Inf'],1,0.0,820.0547115922506
splish,splish,VERB,['Inf'],1,0.0,820.0547115922506
splash,splash,VERB,['Inf'],1,2.3345,782.3217514289162
gon,go,VERB,['Ger'],47,0.0,820.0547115922506
finish,finish,VERB,['Inf'],6,3.7029,760.2040462725629
change,change,VERB,['Inf'],11,4.0885,753.9715213468907
f-,f-,VERB,['Inf'],1,0.0,820.0547115922506
fill,fill,VERB,['Inf'],14,3.3506,765.8983370695398
floating,float,VERB,['Ger'],1,2.692,776.5434120592901
breathe,breathe,VERB,['Inf'],2,3.3936,765.2033200264799
fills,fill,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.1271,785.6739964226517
get,get,VERB,['Inf'],133,5.3688,733.2777929694578
subtract,subtract,VERB,['Inf'],1,1.4624,796.4176668533942
going,go,VERB,['Ger'],65,5.0346,738.6795300808677
l-,l-,VERB,['Inf'],1,0.0,820.0547115922506
fit,fit,VERB,['Inf'],3,3.4681,763.9991625914109
count,count,VERB,['Inf'],4,3.6617,760.8699695789365
's,be,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",35,0.0,820.0547115922506
think,think,VERB,['Inf'],110,5.1376,737.0147218149335
saw,see,VERB,"['Fin', 'Ind', 'Past']",20,4.3123,750.3542000855696
fitting,fit,VERB,['Ger'],2,2.4564,780.3514589277765
stop,stop,VERB,['Inf'],19,4.5572,746.3958355775376
guessing,guess,VERB,['Ger'],1,2.738,775.7999054550864
confused,confuse,VERB,"['Past', 'Part']",2,3.2185,768.0334940785681
figured,figure,VERB,"['Fin', 'Ind', 'Past']",3,3.5904,762.0224048154522
watch,watch,VERB,['Inf'],10,4.2261,751.7474668090989
thank,thank,VERB,['Inf'],21,11.469,634.6791193398274
telling,tell,VERB,['Ger'],6,3.9882,755.5926890077956
bet,bet,VERB,['Inf'],2,3.9427,756.3281140184753
happened,happen,VERB,"['Fin', 'Ind', 'Past']",14,4.3979,748.9706312742688
popped,pop,VERB,"['Fin', 'Ind', 'Past']",1,2.6075,777.909201364838
pull,pull,VERB,['Inf'],4,3.8733,757.4498391995999
slowed,slow,VERB,"['Fin', 'Ind', 'Past']",2,2.0682,786.6260081397733
getting,get,VERB,['Ger'],29,4.393,749.0498308908036
borrow,borrow,VERB,['Inf'],2,3.1749,768.7382090338567
wait,wait,VERB,['Inf'],24,4.6268,745.2708777590034
trim,trim,VERB,['Inf'],6,2.3404,782.2263886253336
train,train,VERB,['Inf'],2,3.6857,760.4820530897869
watching,watch,VERB,['Ger'],17,3.706,760.1539403927144
graduate,graduate,VERB,['Inf'],1,2.7952,774.8753711559464
wan,want,VERB,['Inf'],4,0.0,820.0547115922506
clean,clean,VERB,['Inf'],5,3.7913,758.7752205375281
helps,help,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,3.0354,770.9929736270395
m-,m-,VERB,['Inf'],1,0.0,820.0547115922506
shoe,shoe,VERB,['Inf'],1,3.1906,768.4844469972046
stick,stick,VERB,['Inf'],2,3.695,760.3317354502414
showing,show,VERB,['Ger'],11,3.2009,768.3179661706113
forgot,forget,VERB,"['Fin', 'Ind', 'Past']",3,3.7029,760.2040462725629
think-,think,VERB,['Ger'],1,0.0,820.0547115922506
lent,loan,VERB,"['Past', 'Part']",1,2.281,783.1864819359791
tells,tell,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",8,3.4259,764.6812490848325
guess,guess,VERB,['Inf'],4,4.3646,749.5088654029641
figuring,figure,VERB,['Ger'],1,2.5038,779.5853238617059
tearing,tear,VERB,['Ger'],1,2.5159,779.3897492984262
transfer,transfer,VERB,['Inf'],3,3.0208,771.2289561579389
bake,bake,VERB,['Inf'],6,2.5105,779.4770305084849
wear,wear,VERB,['Inf'],19,3.7464,759.500947635979
saying,say,VERB,['Ger'],10,4.1725,752.6138136348667
hope,hope,VERB,['Inf'],8,4.2136,751.9495066471977
shrunk,shrink,VERB,"['Fin', 'Ind', 'Past']",2,0.0,820.0547115922506
bought,buy,VERB,"['Fin', 'Ind', 'Past']",7,3.6398,761.2239433752857
looks,look,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",17,4.201,752.1531628040013
picks,pick,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.6712,776.8796063498866
fits,fit,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.8162,774.5359442279403
gets,get,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",7,4.0556,754.5032902007667
laid,lay,VERB,"['Fin', 'Ind', 'Past']",3,3.1841,768.589507713016
hatched,hatch,VERB,"['Fin', 'Ind', 'Past']",1,1.8573,790.0348242881764
read,read,VERB,['Inf'],17,4.09,753.9472765663188
reading,read,VERB,['Ger'],6,3.4961,763.5465933540696
meditate,meditate,VERB,['Inf'],1,1.7243,792.1845281655478
disputed,dispute,VERB,"['Past', 'Part']",2,1.1139,802.0505375395891
debated,debate,VERB,"['Past', 'Part']",2,1.3802,797.746280828732
writes,write,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",5,2.6253,777.6214966353854
bore,bear,VERB,['Inf'],1,2.5977,778.0676005979076
hinges,hing,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.9085,789.2072691113237
evalu-,evaluate,VERB,"['Fin', 'Ind', 'Past']",1,0.0,820.0547115922506
commented,comment,VERB,"['Fin', 'Ind', 'Past']",3,1.2553,799.7650628910153
consent,consent,VERB,['Inf'],2,2.5798,778.3569216460651
views,view,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.316,782.6207703893024
attaining,attain,VERB,['Ger'],1,0.7782,807.4765194315709
conceptualizing,conceptualize,VERB,['Ger'],1,0.0,820.0547115922506
possesses,possess,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,1.8388,790.3338432485627
condemns,condemn,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.1139,802.0505375395891
grants,grant,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.9823,788.0144259071883
justifies,justify,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
saves,save,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.4216,780.9139378370436
skip,skip,VERB,['Inf'],6,3.0322,771.0446958255928
exalted,exalt,VERB,"['Fin', 'Ind', 'Past']",1,1.5563,794.8999435895959
prefers,prefer,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.1303,785.6222742240984
adjusts,adjust,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.0,803.8915245443454
proves,prove,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.6075,777.909201364838
demanded,demand,VERB,"['Past', 'Part']",2,2.1523,785.2666841090445
possess,possess,VERB,['Inf'],1,2.4487,780.4759154680454
ridden,ride,VERB,"['Past', 'Part']",2,2.0414,787.0591815526572
obeys,obey,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,1.3617,798.0452997891182
act,act,VERB,['Inf'],6,3.7455,759.5154945043221
remember,remember,VERB,['Inf'],30,4.442,748.2578347254562
deserted,desert,VERB,"['Fin', 'Ind', 'Past']",1,2.4425,780.5761272277424
disappointed,disappoint,VERB,"['Past', 'Part']",1,3.0512,770.7375952716826
offended,offend,VERB,"['Past', 'Part']",1,2.5855,778.264791479892
will,will,VERB,['Inf'],2,5.0347,738.6779137621629
predestined,predestine,VERB,"['Past', 'Part']",1,1.1461,801.5300829166465
sounds,sound,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,3.9015,756.9940373248489
hold,hold,VERB,['Inf'],12,4.3478,749.7804069453689
weighed,weigh,VERB,"['Fin', 'Ind', 'Past']",1,2.1875,784.6977399249582
suppose,suppose,VERB,['Inf'],6,3.8073,758.5166095447615
tend,tend,VERB,['Inf'],4,2.7973,774.8414284631457
fixed,fix,VERB,"['Fin', 'Ind', 'Past']",3,3.217,768.0577388591399
replacing,replace,VERB,['Ger'],2,2.1239,785.725718621205
baling,bale,VERB,['Ger'],2,0.0,820.0547115922506
sit,sit,VERB,['Inf'],10,4.2009,752.1547791227061
feeds,feed,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.2878,783.0765722640533
eats,eat,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.8102,774.6329233502278
feed,feed,VERB,['Inf'],6,3.3351,766.1488664687823
explain,explain,VERB,['Inf'],12,3.7537,759.3829563705293
bale,bale,VERB,['Inf'],1,2.0212,787.3856779310248
eat,eat,VERB,['Inf'],11,4.1088,753.6434086498182
starve,starve,VERB,['Inf'],1,2.4983,779.6742213904694
starving,starve,VERB,['Ger'],1,2.9375,772.5753496390294
fixes,fix,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
sat,sit,VERB,"['Fin', 'Ind', 'Past']",10,3.1644,768.9079224978598
bother,bother,VERB,['Inf'],4,3.5362,762.8984495534487
tastes,taste,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",4,2.7868,775.0111419271487
love,love,VERB,['Inf'],11,4.7548,743.2019898168716
blasted,blast,VERB,"['Past', 'Part']",1,2.3617,781.8821127412132
touch,touch,VERB,['Inf'],12,3.8771,757.3884190888178
drinking,drink,VERB,['Ger'],3,3.4291,764.6295268862793
helped,help,VERB,"['Fin', 'Ind', 'Past']",10,3.3782,765.4522331070176
loved,love,VERB,"['Fin', 'Ind', 'Past']",4,3.7504,759.4362948877874
trained,train,VERB,"['Past', 'Part']",4,2.9836,771.8302267161209
says,say,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",32,4.2137,751.9478903284929
gotten,get,VERB,"['Past', 'Part']",7,3.4423,764.4161728172469
react,react,VERB,['Inf'],1,2.5866,778.2470119741394
worried,worry,VERB,"['Past', 'Part']",3,3.6841,760.5079141890635
outgrow,outgrow,VERB,['Inf'],3,1.3424,798.3572492991428
looked,look,VERB,"['Fin', 'Ind', 'Past']",13,3.7901,758.7946163619855
believed,believe,VERB,"['Fin', 'Ind', 'Past']",10,3.2526,767.4823294002346
leaned,lean,VERB,"['Fin', 'Ind', 'Past']",1,1.9445,788.6253943775992
picking,pick,VERB,['Ger'],2,3.2198,768.0124819354058
dangled,dangle,VERB,"['Fin', 'Ind', 'Past']",1,1.0414,803.2223686005622
stuffing,stuff,VERB,['Ger'],1,2.2201,784.1708200271966
nipping,nip,VERB,['Ger'],1,0.0,820.0547115922506
listening,listen,VERB,['Ger'],4,3.506,763.3865778022954
salted,salt,VERB,"['Past', 'Part']",1,1.4771,796.18006800379
unloading,unload,VERB,['Ger'],1,1.9542,788.4686114632344
painted,paint,VERB,"['Past', 'Part']",2,2.8519,773.9589184503301
punctuated,punctuate,VERB,"['Fin', 'Ind', 'Past']",1,1.0,803.8915245443454
opening,open,VERB,['Ger'],12,3.2925,766.8374182370231
eating,eat,VERB,['Ger'],8,3.4918,763.6160950583757
tucked,tuck,VERB,"['Past', 'Part']",1,2.2014,784.4730716249924
stretched,stretch,VERB,"['Fin', 'Ind', 'Past']",3,2.1399,785.4671076284385
finding,find,VERB,['Ger'],2,3.2869,766.9279320844914
dismissed,dismiss,VERB,"['Fin', 'Ind', 'Past']",1,2.7945,774.8866853868799
wanting,want,VERB,['Ger'],2,3.0976,769.9876233926598
strangle,strangle,VERB,['Inf'],1,2.3502,782.067989392264
slung,sling,VERB,"['Fin', 'Ind', 'Past']",1,1.2304,800.1675262485081
bent,bend,VERB,"['Fin', 'Ind', 'Past']",2,2.567,778.5638104402782
mumbling,mumble,VERB,['Ger'],1,2.0792,786.4482130822463
dressed,dress,VERB,"['Past', 'Part']",4,3.3793,765.434453601265
erupted,erupt,VERB,"['Fin', 'Ind', 'Past']",2,1.415,797.1838019194649
imagined,imagine,VERB,"['Fin', 'Ind', 'Past']",2,2.7042,776.3462211773057
stepped,step,VERB,"['Fin', 'Ind', 'Past']",2,2.8176,774.5133157660732
guessed,guess,VERB,"['Fin', 'Ind', 'Past']",3,2.5798,778.3569216460651
hear,hear,VERB,['Inf'],6,4.4522,748.0929702175677
laughing,laugh,VERB,['Ger'],3,3.4262,764.6764001287182
soak,soak,VERB,['Inf'],3,2.248,783.7198671085599
coated,coat,VERB,"['Fin', 'Ind', 'Past']",1,1.301,799.0264052429261
chimed,chime,VERB,"['Fin', 'Ind', 'Past']",1,0.0,820.0547115922506
calling,call,VERB,['Ger'],3,3.8002,758.6313681728017
answer,answer,VERB,['Inf'],1,3.9536,756.1519352796531
wiped,wipe,VERB,"['Fin', 'Ind', 'Past']",3,2.6042,777.9625398820962
lifted,lift,VERB,"['Fin', 'Ind', 'Past']",2,2.5575,778.7173607172333
copy,copy,VERB,['Inf'],3,3.426,764.6796327661278
switched,switch,VERB,"['Fin', 'Ind', 'Past']",2,2.5933,778.1387186209183
unclipped,unclip,VERB,"['Fin', 'Ind', 'Past']",1,0.0,820.0547115922506
serrated,serrate,VERB,"['Past', 'Part']",1,1.1139,802.0505375395891
liking,like,VERB,['Ger'],1,2.5065,779.5416832566765
sitting,sit,VERB,['Ger'],7,3.6826,760.5321589696354
overwhelmed,overwhelm,VERB,"['Past', 'Part']",1,2.3054,782.7921001720102
recall,recall,VERB,['Inf'],3,3.0017,771.537673030554
identifying,identify,VERB,['Ger'],1,1.9868,787.9416915654728
lacking,lack,VERB,['Ger'],1,2.1139,785.8873504916841
tortured,torture,VERB,"['Past', 'Part']",1,2.5821,778.3197463158549
swung,swing,VERB,"['Fin', 'Ind', 'Past']",2,2.0719,786.566204347696
kicked,kick,VERB,"['Fin', 'Ind', 'Past']",4,3.1931,768.4440390295849
giggling,giggle,VERB,['Ger'],1,2.3222,782.5205586296054
frowned,frown,VERB,"['Fin', 'Ind', 'Past']",1,1.3424,798.3572492991428
threatened,threaten,VERB,"['Fin', 'Ind', 'Past']",1,2.9274,772.7385978282133
grow,grow,VERB,['Inf'],15,3.4822,763.7712616540355
lose,lose,VERB,['Inf'],5,3.9234,756.6400635284998
feeling,feel,VERB,['Ger'],8,3.9334,756.4784316580208
crying,cry,VERB,['Ger'],2,3.433,764.5664904567925
summed,sum,VERB,"['Fin', 'Ind', 'Past']",1,1.3424,798.3572492991428
contained,contain,VERB,"['Fin', 'Ind', 'Past']",2,2.3729,781.7010850462766
ate,eat,VERB,"['Fin', 'Ind', 'Past']",1,3.2363,767.7457893491154
manufactured,manufacture,VERB,"['Past', 'Part']",1,1.9685,788.2374778884495
punish,punish,VERB,['Inf'],1,2.6937,776.5159346413087
faded,fade,VERB,"['Fin', 'Ind', 'Past']",1,2.1875,784.6977399249582
reason,reason,VERB,['Inf'],1,3.9938,755.5021751603273
distinguishing,distinguish,VERB,['Ger'],1,1.4624,796.4176668533942
admitted,admit,VERB,"['Fin', 'Ind', 'Past']",4,2.6702,776.8957695369345
frowns,frown,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.2788,799.3852279953895
