form,lemma,upos,feats,frequency
enlist,enlist,VERB,{'VerbForm': 'Inf'},1
rebelling,rebel,VERB,{'VerbForm': 'Ger'},2
recruited,recruit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
arrived,arrive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
commissioned,commission,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
rank,rank,VERB,{'VerbForm': 'Inf'},2
paint,paint,VERB,{'VerbForm': 'Inf'},1
wounded,wound,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
recovered,recover,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
exchanged,exchange,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
promoted,promote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
discharged,discharge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
disbanded,disband,VERB,"{'Polarity': 'Neg', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
shaped,shape,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
sent,send,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",10
achieved,achieve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
redesigning,redesign,VERB,{'VerbForm': 'Ger'},3
reside,reside,VERB,{'VerbForm': 'Inf'},2
took,take,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",34
chartered,charter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
offered,offer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5
progress,progress,VERB,{'VerbForm': 'Inf'},1
received,receive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",21
spent,spend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
joining,join,VERB,{'VerbForm': 'Ger'},2
stationed,station,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
intercepted,intercept,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
coded,code,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
receiving,receive,VERB,{'VerbForm': 'Ger'},5
embedding,embed,VERB,{'VerbForm': 'Ger'},1
acknowledge,acknowledge,VERB,{'VerbForm': 'Inf'},6
predicted,predict,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
evolved,evolve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
sell,sell,VERB,{'VerbForm': 'Inf'},4
buy,buy,VERB,{'VerbForm': 'Inf'},16
according,accord,VERB,{'VerbForm': 'Ger'},23
delivered,deliver,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
establishing,establish,VERB,{'VerbForm': 'Ger'},1
studies,study,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3
illuminated,illuminate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
motivating,motivate,VERB,{'VerbForm': 'Ger'},1
generalized,generalize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
aimed,aim,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
dominate,dominate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
noticed,notice,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",6
appeared,appear,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",12
recognized,recognize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
continues,continue,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",10
met,meet,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",11
conducting,conduct,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",3
linked,link,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
retired,retire,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
joined,join,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",11
started,start,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",44
evoke,evoke,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
gathered,gather,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5
annotated,annotate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
stored,store,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
declared,declare,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
spend,spend,VERB,{'VerbForm': 'Inf'},5
attracted,attract,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
waned,wane,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
seemed,seem,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",8
submit,submit,VERB,{'VerbForm': 'Inf'},4
did,do,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",23
declaring,declare,VERB,{'VerbForm': 'Ger'},1
judge,judge,VERB,{'VerbForm': 'Inf'},1
ends,end,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4
form,form,VERB,{'VerbForm': 'Inf'},4
reach,reach,VERB,{'VerbForm': 'Inf'},10
reacted,react,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
abandon,abandon,VERB,{'VerbForm': 'Inf'},1
publishing,publish,VERB,{'VerbForm': 'Ger'},1
ignore,ignore,VERB,{'VerbForm': 'Inf'},5
polishing,polish,VERB,{'VerbForm': 'Ger'},1
talked,talk,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
alludes,allude,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
stayed,stay,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
copied,copy,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
obliterated,obliterate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
hint,hint,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
confided,confide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
prompted,prompt,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
provoke,provoke,VERB,{'VerbForm': 'Inf'},1
knew,know,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",18
mentioned,mention,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
supposed,suppose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",10
provoked,provoke,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
exclaimed,exclaim,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
interpolated,interpolate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
managed,manage,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
eliminate,eliminate,VERB,{'VerbForm': 'Inf'},3
names,name,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
celebrated,celebrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
occasioned,occasion,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
speculated,speculate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
married,marry,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
imprisoned,imprison,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
lost,lose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",20
convinced,convince,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
composing,compose,VERB,{'VerbForm': 'Ger'},1
outlining,outline,VERB,{'VerbForm': 'Ger'},1
judged,judge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
contains,contain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6
pouring,pour,VERB,{'VerbForm': 'Ger'},2
exaggerated,exaggerate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
outlined,outline,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
doing,do,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",43
submitted,submit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
buried,bury,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6
shot,shoot,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
abandoned,abandon,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5
refusing,refuse,VERB,{'VerbForm': 'Ger'},3
ended,end,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",16
were,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",15
initiate,initiate,VERB,{'VerbForm': 'Inf'},1
postponed,postpone,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
notified,notify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
cry,cry,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",5
die,die,VERB,{'VerbForm': 'Inf'},8
erected,erect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
garnered,garner,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
starred,star,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
burning,burn,VERB,{'VerbForm': 'Ger'},1
earning,earn,VERB,{'VerbForm': 'Ger'},1
appearing,appear,VERB,{'VerbForm': 'Ger'},5
acclaimed,acclaim,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
portrayed,portray,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
stars,star,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
filming,film,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
b.,bear,VERB,"{'Abbr': 'Yes', 'Tense': 'Past', 'VerbForm': 'Part'}",3
played,play,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",18
co-starred,co-star,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
grew,grow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",15
educated,educate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
descended,descend,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
assumed,assume,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
confirmed,confirm,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
brought,bring,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",13
remained,remain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
persecuted,persecute,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
entered,enter,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
tolerate,tolerate,VERB,{'VerbForm': 'Inf'},4
changed,change,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
re-embarking,re-embark,VERB,{'VerbForm': 'Ger'},1
journeying,journey,VERB,{'VerbForm': 'Ger'},1
enlisted,enlist,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
distinguished,distinguish,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
disliked,dislike,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
complaining,complain,VERB,{'VerbForm': 'Ger'},1
appointed,appoint,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
fleeing,flee,VERB,{'VerbForm': 'Ger'},2
seeking,seek,VERB,{'VerbForm': 'Ger'},5
broke,break,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
helping,help,VERB,{'VerbForm': 'Ger'},5
securing,secure,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2
headed,head,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
created,create,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",12
employed,employ,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
organizing,organize,VERB,{'VerbForm': 'Ger'},2
raised,raise,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
closed,close,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
reinterred,reinter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
edited,edit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
printed,print,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
liberated,liberate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
co-founded,co-found,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
moving,move,VERB,{'VerbForm': 'Ger'},18
exploding,explode,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
recalled,recall,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
drew,draw,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
smash,smash,VERB,{'VerbForm': 'Inf'},1
reducing,reduce,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",6
care,care,VERB,{'VerbForm': 'Inf'},2
fix,fix,VERB,{'VerbForm': 'Inf'},2
specializing,specialize,VERB,{'VerbForm': 'Ger'},1
appreciated,appreciate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
meet,meet,VERB,{'VerbForm': 'Inf'},15
seeing,see,VERB,{'VerbForm': 'Ger'},9
remain,remain,VERB,{'VerbForm': 'Inf'},6
help,help,VERB,{'VerbForm': 'Inf'},27
connect,connect,VERB,{'VerbForm': 'Inf'},1
fell,fall,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",8
knowing,know,VERB,{'VerbForm': 'Ger'},7
wished,wish,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
treated,treat,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
got,get,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",47
suffered,suffer,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
felt,feel,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",33
compelled,compel,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
loaded,load,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
signaled,signal,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
opened,open,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",11
marked,mark,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6
lay,lie,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",10
added,add,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
belong,belong,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4
troubled,trouble,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
spread,spread,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
requesting,request,VERB,{'VerbForm': 'Ger'},1
stopped,stop,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
caught,catch,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",8
adorns,adorn,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
bats,bat,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
throws,throw,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
batted,bat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
hit,hit,VERB,"{'Person': '2', 'VerbForm': 'Inf'}",17
listed,list,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
graduated,graduate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
batting,bat,VERB,{'VerbForm': 'Ger'},2
named,name,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",12
transferring,transfer,VERB,{'VerbForm': 'Ger'},1
posted,post,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
led,lead,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
scored,score,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",9
drafted,draft,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
advancing,advance,VERB,{'VerbForm': 'Ger'},1
cut,cut,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",14
hitting,hit,VERB,{'VerbForm': 'Ger'},4
expanded,expand,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
traded,trade,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
debuted,debut,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
won,win,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",17
impressed,impress,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
rob,rob,VERB,{'VerbForm': 'Inf'},2
drove,drive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",6
starting,start,VERB,{'VerbForm': 'Ger'},9
devoted,devote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
stemmed,stem,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
recognised,recognise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
baptized,baptize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
gone,go,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
learned,learn,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",10
claim,claim,VERB,{'VerbForm': 'Inf'},4
acquired,acquire,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
indulged,indulge,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
appease,appease,VERB,{'VerbForm': 'Inf'},1
visit,visit,VERB,{'VerbForm': 'Inf'},6
remind,remind,VERB,{'VerbForm': 'Inf'},4
dug,dig,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
lined,line,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
fulfilled,fulfill,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
go,go,VERB,{'VerbForm': 'Inf'},97
filtering,filter,VERB,{'VerbForm': 'Ger'},1
relieved,relieve,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
breathed,breathe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
converted,convert,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
travelled,travel,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
settled,settle,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
accompanied,accompany,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
devote,devote,VERB,{'VerbForm': 'Inf'},1
abstained,abstain,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
plunged,plunge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
suspected,suspect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
seized,seize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
inhabiting,inhabit,VERB,{'VerbForm': 'Ger'},1
learn,learn,VERB,{'VerbForm': 'Inf'},16
gospel,gospel,VERB,"{'Number': 'Sing', 'VerbForm': 'Inf'}",1
subscribed,subscribe,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
operated,operate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
displayed,display,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
located,locate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",16
sharing,share,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2
paid,pay,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
bartending,bartend,VERB,{'VerbForm': 'Ger'},1
blogging,blog,VERB,{'VerbForm': 'Ger'},1
dancing,dance,VERB,{'VerbForm': 'Ger'},4
uploads,upload,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
trick,trick,VERB,{'VerbForm': 'Inf'},1
viewed,view,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",6
talking,talk,VERB,"{'Number': 'Sing', 'VerbForm': 'Ger'}",16
talk,talk,VERB,"{'Number': 'Sing', 'VerbForm': 'Inf'}",21
featured,feature,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
stated,state,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
want,want,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}",104
touching,touch,VERB,{'VerbForm': 'Ger'},2
comes,come,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",26
